S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
18,EXPERIMENTAL METHODS,F,3.0-0.0-2.0,,AARNA THAMAN,kalashray@am.iitd.ac.in,TThF 11:00-12:00,,,150,114,APL103
19,SOLID MECHANICS,D,3.0-1.0-0.0,,INDRANS BEHL,vihaansodhi@am.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,300,239,APL104
20,FLUID MECHANICS,F,3.0-1.0-0.0,,BHAVIN KALA,vaibhav57@am.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,150,129,APL106
21,MECHANICS OF FLUIDS,D,3.0-1.0-2.0,,UTHKARSH SAHOTA,jayaramantanya@am.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,150,101,APL107
22,MECHANICS OF FLUIDS,P,0.0-0.0-2.0,,UTHKARSH SAHOTA,jayaramantanya@am.iitd.ac.in,,,,0,0,APL107P
23,MECHANICS OF SOLIDS,F,3.0-1.0-0.0,,TUSHAR RANGANATHAN,taimurbedi@am.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,150,100,APL108L
24,Introduction to Digital Twins,X,2.0-0.0-2.0,,ISHITA GHOSE,cghosh@am.iitd.ac.in,,,,100,17,APL452
25,CONTINUUM MECHANICS,C,3.0-0.0-0.0,,MOHANLAL HAYER,hkakar@am.iitd.ac.in,TWF 08:00-09:00,,,125,98,APL701
26,Experimental methods for Solids and Fluids,F,2.0-0.0-2.0,,ANAHI GHOSH,rhea45@am.iitd.ac.in,TThF 11:00-12:00,,,60,56,APL702
27,ENGINEERING MATHEMATIC & COMP.,A,3.0-0.0-2.0,,EMIR BHATIA,divit70@am.iitd.ac.in,MTh 08:00-09:30,,,80,72,APL703
28,COMPUTER AIDED DESIGN,X,3.0-0.0-2.0,,SAMIHA SURESH,dashalia@cc.iitd.ernet.in,,,,40,28,APL710
29,TURBULENCE AND ITS MODELING,M,3.0-0.0-0.0,,TARINI CHOUDHRY,asaxena@am.iitd.ac.in,MTh 17:00-18:30,,,50,33,APL713
30,ADVANCED DYNAMICS,B,3.0-0.0-0.0,,MAHIKA BALAN,lagandani@am.iitd.ernet.in,MTh 09:30-11:00,,,150,58,APL734
31,FRACTURE MECHANICS,AA,3.0-0.0-0.0,,SAANVI BORA,bhasindivyansh@am.iitd.ac.in,MTh 14:00-15:30,,,30,30,APL765
32,MICROMECHANICS OF FRACTURE,X,1.0-0.0-0.0,,STUVAN LATA,somantushar@am.iitd.ac.in,,,,10,4,APV707
33,MAJOR PROJECT (MSR),P,0.0-0.0-72.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,20,7,BSD895
34,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,60,1,JTD801
35,MAJOR PROJECT PART 1 (BB1),P,0.0-0.0-6.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,,,,80,44,BBD451
36,MAJOR PROJECT PART 1 (BB5),P,0.0-0.0-12.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,13,BBD851
37,MAJOR PROJECT PART 2 (BB5),P,0.0-0.0-28.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,1,BBD852
38,MAJOR PROJECT (MSR),P,0.0-0.0-72.0,,TARA BAJWA,elakeer@dbeb.iitd.ac.in,,,,50,13,BBD895
39,PRINCIPLES OF BIOCHEMISTRY,D,3.0-0.0-3.0,,AARYAHI THAKER,amiradugar@dbeb.iitd.ac.in,TWF 09:00-10:00,,,80,72,BBL131
40,PRINCIPLES OF BIOCHEMISTRY,X,3.0-0.0-3.0,,AARYAHI THAKER,amiradugar@dbeb.iitd.ac.in,,,,0,5,BBL131
41,PRINCIPLES OF BIOCHEMISTRY,X,0.0-0.0-3.0,,AARYAHI THAKER,amiradugar@dbeb.iitd.ac.in,,,,0,2,BBL131P
42,GENERAL MICROBIOLOGY,F,3.0-0.0-0.0,,TARINI VENKATARAMAN,mahikagoswami@dbeb.iitd.ac.in,TThF 11:00-12:00,,,80,69,BBL132L
43,MASS & ENERGY BALANCES IN BIO.,H,3.0-0.0-0.0,,PURAB WARRIOR,fsharma@dbeb.iitd.ac.in,M 11:00-12:00,,,80,71,BBL133
44,MOLECULAR BIOLOGY & GENETICS,D,3.0-0.0-0.0,,INDRAJIT DHILLON,udua@dbeb.iitd.ac.in,TWF 09:00-10:00,,,80,56,BBL231L
45,BIOPROCESS ENGINEERING,B,3.0-0.0-0.0,,TAIMUR SARAF,himmat68@dbeb.iitd.ac.in,MTh 09:30-11:00,,,80,57,BBL331
46,BIOSEPARATION ENGINEERING,C,3.0-0.0-3.0,,MANNAT MAMMEN,dhruv94@dbeb.iitd.ac.in,TWF 08:00-09:00,,,100,68,BBL731
47,BIOPROCESS PLANT DESIGN,B,3.0-0.0-2.0,,DIVIT CHADA,lavanyashenoy@dbeb.iitd.ac.in,MTh 09:30-11:00,,,80,56,BBL732
48,RECOMBINANT DNA TECHNOLOGY,D,2.0-0.0-3.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,TWF 09:00-10:00,,,100,76,BBL733
49,METABOLIC REGULATION AND ENGG.,H,3.0-0.0-0.0,,DHRUV KAR,elad@dbeb.iitd.ac.in,M 11:00-12:00,,,80,24,BBL734
50,GENOMICS AND PROTEOMICS,D,2.0-0.0-2.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,TWF 09:00-10:00,,,60,16,BBL735
51,INST. & ANA. METH. IN BIOENGG.,E,2.0-0.0-2.0,,MANNAT MAMMEN,dhruv94@dbeb.iitd.ac.in,TWF 10:00-11:00,,,100,26,BBL737
52,ANIMAL CELL TECHNOLOGY,F,3.0-0.0-2.0,,SANA SONI,sairakala@dbeb.iitd.ac.in,TThF 11:00-12:00,,,60,33,BBL744
53,OPTICS WITHIN LIFE SICENCES,H,3.0-0.0-0.0,,YUVAAN SINGH,ela11@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,43,BBL754
54,ENZYME AND MICROBIALTECHNOLOGY,H,3.0-0.0-0.0,,TARA BAJWA,elakeer@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,40,7,BBL810
55,ADVANCED BIOCHEMICALENGINEERING,B,3.0-0.0-4.0,,MANNAT ROY,bhamini77@dbeb.iitd.ac.in,MTh 09:30-11:00,,,40,15,BBL850
56,ADVANCED BIOCHEMICALENGINEERING,P,0.0-0.0-4.0,,MANNAT ROY,bhamini77@dbeb.iitd.ac.in,,,,0,25,BBL850P
57,SEMINAR COURSE - I,P,0.0-0.0-2.0,,YUVAAN SINGH,ela11@dbeb.iitd.ac.in,,,,30,29,BBQ301
58,SEMINAR COURSE - II,P,0.0-0.0-2.0,,VIDUR SURI,qkari@dbeb.iitd.ac.in,,,,30,31,BBQ302
59,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,30,31,CRD811
60,MAJOR PROJECT PART 2,P,0.0-0.0-24.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,20,0,CRD812
61,BASICS OF STATISTICAL SIGNAL A,E,2.0-0.0-2.0,,ONKAR VAIDYA,badalsiya@care.iitd.ac.in,TWF 10:00-11:00,,,60,8,CRL601
62,BASICS OF RF AND MICROWAVES,H,2.0-1.0-0.0,,JIVIN SARRAF,bhatiatejas@care.iitd.ac.in,M 11:00-12:00,W 11:00-12:00,,60,11,CRL611
63,FUNDAMENTALS OF SEMICONDUCTOR,X,3.0-0.0-0.0,,BADAL SHAN,lavanyatata@care.iitd.ac.in,,,,60,12,CRL621
64,HUMAN & MACHINE SPEECH COMMUNICATION,F,3.0-0.0-0.0,,SAHIL YADAV,xvarty@care.iitd.ac.in,TThF 11:00-12:00,,,60,9,CRL707
65,UNDERWATER ELECTRONIC SYSTEMS,J,3.0-0.0-0.0,,INDRANS SHUKLA,qdass@care.iitd.ac.in,MTF 12:00-13:00,,,60,8,CRL709
66,CAD OF RF AND MICROWAVE DEVICES,A,3.0-0.0-2.0,,RANIA BORDE,mammengatik@care.iitd.ac.in,MTh 08:00-09:30,,,60,36,CRL711
67,RADIATING SYSTEM FOR RF COMMUNICATION,H,3.0-0.0-0.0,,ARNAV KORPAL,majumdarhrishita@care.iitd.ac.in,M 11:00-12:00,,,60,14,CRL715
68,TECHNOLOGY OF RF AND MICROWAVE SOLID STATE DEVICES,B,3.0-0.0-0.0,,ROHAN BEN,lavanya41@care.iitd.ac.in,MTh 09:30-11:00,,,25,10,CRL725
69,SENSORS AND TRANSDUCERS,F,3.0-0.0-0.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,TThF 11:00-12:00,,,60,25,CRL729
70,SELECTED TOPICS IN RFDT-III,X,3.0-0.0-0.0,,SEHER APTE,nuppal@care.iitd.ernet.in,MTF 12:00-13:00,,,60,8,CRL733
71,RF AND MICROWAVE MEASUREMENT LAB.,P,1.0-0.0-6.0,,BADAL SHAN,lavanyatata@care.iitd.ac.in,,,,40,32,CRP718
72,FABRICATION TECHNIQUES FOR RF & MICROWAVE DEVICES,P,1.0-0.0-4.0,,NIRVAAN DEY,neelofar82@care.iitd.ac.in,,,,60,22,CRP723
73,PROJECT-I,Q,0.0-0.0-12.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,,,,10,7,ASD881
74,"CLIMATE CHANGE: IMPACTS, ADAPTATION & MITIGATION",J,3.0-0.0-2.0,,PIHU BORAH,chirag52@cas.iitd.ac.in,MTF 12:00-13:00,,,50,57,ASL320
75,INTRODUCTION TOOCEANOGRAPHY,H,3.0-0.0-0.0,,OORJA DADA,parinaaz85@cas.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,60,ASL350
76,CLIMATE MODELING,M,3.0-0.0-0.0,,ARADHYA RAMAKRISHNAN,anika44@cas.iitd.ac.in,MTh 17:00-18:30,,,50,50,ASL380
77,"INTRODUCTION TO WEATHER, CLIMA",AB,1.0-0.0-0.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,MTh 15:30-17:00,,,20,16,ASL730
78,MATHEMATICAL AND COMPUTATIONAL,H,2.0-0.0-2.0,,SHRAY KAPUR,kantlavanya@cas.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,20,16,ASL732
79,PHYSICS OF THE ATMOSPHERE,A,3.0-0.0-0.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,MTh 08:00-09:30,,,40,21,ASL733
80,DYNAMICS OF THE ATMOSPHERE,D,3.0-0.0-0.0,,KHUSHI BATTA,arnav12@cas.iitd.ac.in,TWF 09:00-10:00,,,50,14,ASL734
81,ATMOSPHERIC CHEMISTRY AND AIR,B,3.0-0.0-0.0,,MIRAYA IYENGAR,rbehl@cas.iitd.ac.in,MTh 09:30-11:00,,,50,12,ASL735
82,DISPERSION OF AIR POLLUTANTS,J,3.0-0.0-0.0,,TIYA RAVEL,jayan11@cas.iitd.ac.in,MTF 12:00-13:00,,,20,10,ASL751
83,REMOTE SENSING OF THE ATMOSPHERE AND OCEAN,F,3.0-0.0-0.0,,ADVIKA DEEP,ebalasubramanian@cas.iitd.ac.in,TThF 11:00-12:00,,,50,15,ASL755
84,EARTH SYSTEM MODELING,K,3.0-0.0-0.0,,NITYA RATTAN,hiranbutala@cas.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,16,5,ASL761
85,AIR-SEA INTERACTION,E,3.0-0.0-0.0,,RIYA MALHOTRA,gkar@cas.iitd.ac.in,TWF 10:00-11:00,,,25,7,ASL762
86,DATA ANALYSIS METHODS FOR ATMO,AA,0.0-0.0-4.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,,,,16,14,ASP731
87,Introduction to Electric Vehicles,D,3.0-0.0-0.0,,ADIRA DAR,mishakata@cart.iitd.ac.in,TWF 09:00-10:00,,,20,11,CTL703
88,Engineering of Electric Vehicles,B,3.0-0.0-0.0,,KABIR BHATIA,kavyabasak@cart.iitd.ac.in,MTh 09:30-11:00,,,20,11,CTL705
89,Electric Vehicle Laboratory 1,AA,1.0-0.0-4.0,,ANAHITA SULE,kimaya56@cart.iitd.ac.in,MTh 14:00-15:30,,,20,9,CTP702
90,MAJOR PROJECT-I,P,0.0-0.0-18.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,,,,15,9,BMD801
91,INDUSTRIAL BIOMATERIAL TECHNOLOGY,AC,3.0-0.0-0.0,,AAYUSH BATRA,eva24@cbme.iitd.ac.in,TF 14:00-15:30,,,60,10,BML710
92,MEDICAL IMAGING,AB,3.0-0.0-0.0,,RHEA VARGHESE,kabir73@cbme.iitd.ac.in,MTh 15:30-17:00,,,60,20,BML720
93,Special Topics in Biodesign,X,3.0-0.0-0.0,,NITYA SACHDEVA,tdhingra@cbme.iitd.ac.in,,,,60,11,BML743
94,FUNDAMENTALS OF BIOMECHANICS,AD,3.0-0.0-0.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,TF 15:30-17:00,,,60,14,BML770
95,Biofabrication,AA,2.0-0.0-2.0,,DHRUV HANS,vgoswami@cbme.iitd.ac.in,MTh 14:00-15:30,,,60,18,BML772
96,RESEARCH TECHNIQUES IN BIOMEDICAL ENGINEERING,E,3.0-0.0-0.0,,PRERAK SRINIVASAN,anahitachanda@cbme.iitd.ac.in,TWF 10:00-11:00,,,60,6,BML800
97,SELECTED TOPICS IN BIOMEDICAL ENGINEERING,X,2.0-0.0-0.0,,SHALV TAK,dhegde@cbme.iitd.ac.in,,,,60,11,BML815
98,CANCER : DIAGNOSIS AND THERAPY,J,3.0-0.0-0.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,MTF 12:00-13:00,,,30,17,BML850
99,BASIC ELECTRONICS,H,1.0-0.0-0.0,,SHALV TAK,dhegde@cbme.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,10,BMV701
100,BASIC MATHEMATICS FOR BIOLOGISTS,X,1.0-0.0-0.0,,DISHANI KUNDA,cherianseher@cbme.iitd.ac.in,,,,10,4,BMV702
101,BASIC BIOLOGY & PHYSIOLOGY,B,1.0-0.0-0.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,MTh 09:30-11:00,,,60,4,BMV703
102,MECHANICS OF BIOMATERIALS,F,1.0-0.0-0.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,TThF 11:00-12:00,,,60,5,BMV705
103,MINOR PROJECT [ESR],P,0.0-0.0-6.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,,,,60,18,ESD798
104,MINOR PROJECT [ESN],P,0.0-0.0-6.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,60,0,ESD799
105,MAJOR PROJECT PART I [ESN],P,0.0-0.0-12.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,60,22,ESD801
106,MAJOR PROJECT PART II [ESN],P,0.0-0.0-24.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,60,0,ESD802
107,MAJOR PROJECT PART I [ESR],P,0.0-0.0-12.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,,,,60,19,ESD851
108,MAJOR PROJECT PART II [ESR],P,0.0-0.0-24.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,,,,60,0,ESD852
109,SELF-ORGANIZING DYNAMICAL SYSTEMS,J,3.0-0.0-0.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,MTF 12:00-13:00,,,60,60,ESL300
110,"ENERGY, ECOLOGY AND ENVIRONMENT",B,3.0-1.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,MTh 09:30-11:00,,,60,24,ESL330
111,DIRECT ENERGY CONVERSION,E,3.0-1.0-0.0,,PRANAY SAMA,jaurora@ces.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,60,13,ESL360
112,FUEL TECHNOLOGY,B,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,MTh 09:30-11:00,,,60,46,ESL711
113,ELECTRICAL ENERGY MANAGEMENT,E,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,TWF 10:00-11:00,,,60,29,ESL715
114,"POWER GENERATION ,TRANSMISSION & DISTRIBUTION",M,3.0-0.0-0.0,,YAKSHIT GOLE,ehsaan29@ces.iitd.ac.in,MTh 17:00-18:30,,,60,13,ESL718
115,ENERGY CONSERVATION,C,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TWF 08:00-09:00,,,60,30,ESL720
116,ENERGY AUDIT,F,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TThF 11:00-12:00,,,60,8,ESL724
117,ENERGY AND ENVIRONMENT,C,3.0-0.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TWF 08:00-09:00,,,60,59,ESL727
118,PLASMA BASED MATERIALS PROCESSING,J,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,MTF 12:00-13:00,,,60,7,ESL737
119,"BIOENERGY: RESOURCES, TECHNOLOGIES AND APPLICATIONS",J,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTF 12:00-13:00,,,60,15,ESL739
120,NON-CONVENTIONAL SOURCES OF ENERGY,A,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,MTh 08:00-09:30,,,60,54,ESL740
121,ECO.& FIN.OF RENEWABLE ENERGY SYSTEMS,AB,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,MTh 15:30-17:00,,,60,36,ESL742
122,HYDROGEN ENERGY,M,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 17:00-18:30,,,60,13,ESL746
123,RENEWABLE ENERGY RESOURCE ASSESSMENT AND FORECASTING,AD,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,TF 15:30-17:00,,,60,20,ESL751
124,SOLAR THERMAL TECHNOLOGIES AND APPLICATIONS,AC,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,TF 14:00-15:30,,,60,15,ESL753
125,SOLAR PHOTOVOLTAIC DEVICES AND SYSTEMS,AA,3.0-0.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,MTh 14:00-15:30,,,60,58,ESL755
126,HEAT TRANSFER,D,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,TWF 09:00-10:00,,,60,24,ESL760
127,WIND & SMALL HYDRO ENERGY SYSTEMS,H,3.0-0.0-0.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,10,ESL768
128,INSTRUMENTATION & CONTROL IN ENERGY SYSTEMS,K,3.0-0.0-0.0,,RAUNAK GHOSE,venkataramananaya@ces.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,9,ESL771
129,ENERGY STORAGE,AD,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TF 15:30-17:00,,,60,9,ESL772
130,SOLAR REFRIGERATION AND AIR CONDITIONING,M,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,MTh 17:00-18:30,,,60,3,ESL850
131,Emerging Materials for Next Generation Photovaltaic Applications,X,3.0-0.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,,,,60,30,ESL852
132,FUSION ENERGY,F,3.0-0.0-0.0,,TANYA BHAGAT,hazel64@ces.iitd.ac.in,TThF 11:00-12:00,,,60,8,ESL870
133,ALTERNATIVE FUELS FOR TRANSPORTATION,K,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,0,ESL875
134,BASIC THERMAL ENGG.,L,1.0-0.0-0.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,"W 13:00-14:00 ,TF 18:00-19:00",,,60,21,ESN704
135,BASIC ELECTRICAL ENGG.,L,1.0-0.0-0.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,"W 13:00-14:00 ,TF 18:00-19:00",,,60,14,ESN712
136,APPLIED MATHEMATICS AND COMPUTATIONAL METHODS,X,1.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,60,7,ESN791
137,Renewable Energy Laboratory,P,0.0-0.0-6.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,,,,0,19,ESP705
138,ENERGY LABORATORY,P,0.0-0.0-6.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,0,8,ESP713
139,Energy & Environment Laboratory,P,0.0-0.0-6.0,,PRANAY SAMA,jaurora@ces.iitd.ac.in,,,,0,16,ESP728
140,SEMINAR COURSE ON RENEWABLE ENERGY,X,0.0-0.0-2.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,,,,25,25,ESQ301
141,SEMINAR COURSE ON ENERGY EFFICIENCY,X,0.0-0.0-2.0,,INDRAJIT CHAUDHARI,amira96@ces.iitd.ac.in,,,,25,18,ESQ302
142,SEMINAR COURSE ON ENERGY CONSERVATION AND MANAGEMENT,X,0.0-0.0-2.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,25,25,ESQ303
143,SEMINAR COURSE ON PLASMA SCIENCE AND TECHNOLOGY,X,0.0-0.0-2.0,,TANYA BHAGAT,hazel64@ces.iitd.ac.in,,,,25,17,ESQ304
144,SEMINAR COURSE ON BIOENERGY,X,0.0-0.0-2.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,25,17,ESQ306
145,SEMINAR COURSE ON NUCLEARENERGY AND FUTURISTIC USE,X,0.0-0.0-2.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,,,,25,25,ESQ307
146,SEMINAR COURSE ONENERGY-ENVIRONMENT INTERACTION,X,0.0-0.0-2.0,,PRANAY SAMA,jaurora@ces.iitd.ac.in,,,,25,25,ESQ308
147,INDEPENDENT STUDY [ESN],P,0.0-3.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,60,0,ESS801
148,INDEPENDENT STUDY [ESR],P,0.0-3.0-0.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,60,0,ESS851
149,MINOR PROJECT(JES),P,0.0-0.0-6.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,1,JSD799
150,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,10,JSD801
151,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,0,JSD802
152,INDEPENDENT STUDY(JES),P,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,1,JSS801
153,BIOMAS PRODUCTION,J,3.0-0.0-0.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,MTF 12:00-13:00,,,60,60,RDL700
154,RURAL RESOURCES AND LIVEIHODS,M,3.0-0.0-0.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,MTh 17:00-18:30,,,50,50,RDL705
155,RURAL INDIA AND PLANNING FOR DEVELOPMENT,AA,3.0-0.0-0.0,,SAANVI MANDAL,kiararana@rdat.iitd.ac.in,MTh 14:00-15:30,,,30,30,RDL710
156,RURAL ENERGY SYSTEMS,F,3.0-0.0-0.0,,EVA RAVEL,fhari@rdat.iitd.ac.in,TThF 11:00-12:00,,,100,93,RDL722
157,ECOLOGICAL PERSPECTIVE OF GROWTH AND DEVLOPMENT,J,3.0-0.0-0.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,MTF 12:00-13:00,,,40,55,RDL725
158,Rural Energy Assessment and Planning,E,3.0-0.0-0.0,,TIYA CHOPRA,prerakgokhale@rdat.iitd.ac.in,TWF 10:00-11:00,,,50,53,RDL728
159,TECHNOLOGY ALTERNATIVES  FOR RURAL DEVELOPMENT,B,3.0-0.0-0.0,,NAKUL DANI,basurenee@rdat.iitd.ac.in,MTh 09:30-11:00,,,40,28,RDL730
160,Anaerobic Digestion and Biogas Energy Systems,J,3.0-0.0-0.0,,ALISHA VARTY,handasamaira@rdat.iitd.ac.in,MTF 12:00-13:00,,,50,50,RDL735
161,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,B,3.0-0.0-0.0,,HANSH GULATI,farhan70@rdat.iitd.ac.in,MTh 09:30-11:00,,,50,6,RDL740
