S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
15,PROJECT,P,0.0-0.0-8.0,,PARINAAZ SUBRAMANIAM,keermyra@am.iitd.ac.in,,,,60,1,APD311
16,MS Research Project,P,0.0-0.0-72.0,,PARINAAZ SUBRAMANIAM,keermyra@am.iitd.ac.in,,,,30,9,APD895
17,INTR.TO MATERIAL SC. & ENGG.,E,3.0-0.0-2.0,,AKARSH AMBLE,fgopal@mse.iitd.ac.in,TWF 10:00-11:00,,,225,149,APL102
18,EXPERIMENTAL METHODS,X,0.0-0.0-2.0,,SIYA SOOD,advik48@am.iitd.ac.in,,,,0,0,APL103P
19,SOLID MECHANICS,SU2,3.0-1.0-0.0,,MOHANLAL HAYER,hkakar@am.iitd.ac.in,,,,0,0,APL104
20,MECHANICS OF SOLIDS AND FLUIDS,A,3.0-1.0-0.0,,SAANVI BORA,bhasindivyansh@am.iitd.ac.in,MTh 08:00-09:30,MTThF 13:00-14:00,,150,137,APL105
21,MECHANICS OF FLUIDS,P,0.0-0.0-2.0,,TARINI CHOUDHRY,asaxena@am.iitd.ac.in,,,,0,0,APL107P
22,MECHANICS OF SOLIDS,P,0.0-0.0-2.0,,TUSHAR RANGANATHAN,taimurbedi@am.iitd.ac.in,,,,0,0,APL108P
23,COMPUTATIONAL MECHANICS,X,3.0-0.0-2.0,,DIYA KOHLI,aaryahi28@am.iitd.ac.in,,,,30,14,APL300
24,ENGINEERING FLUID FLOWS,H,3.0-1.0-0.0,,BHAVIN KALA,vaibhav57@am.iitd.ac.in,M 11:00-12:00,W 11:00-12:00,,80,9,APL360
25,Machine Learning in Mechanics,X,2.0-0.0-2.0,,ISHITA GHOSE,cghosh@am.iitd.ac.in,,,,100,98,APL405
26,FINITE ELEMENT METHOD,B,3.0-0.0-2.0,,MAHIKA BALAN,lagandani@am.iitd.ernet.in,MTh 09:30-11:00,,,75,77,APL705
27,Integral Equations,X,3.0-0.0-0.0,,STUVAN LATA,somantushar@am.iitd.ac.in,,,,20,9,APL707
28,COMPUTER AIDED DESIGN,J,3.0-0.0-2.0,,SAMIHA SURESH,dashalia@cc.iitd.ernet.in,MTF 12:00-13:00,,,50,11,APL710
29,ADVANCED FLUID MECHANICS,C,3.0-0.0-0.0,,JIVIKA BERA,randhawaanay@am.iitd.ac.in,TWF 08:00-09:00,,,50,30,APL711
30,PHYSICS OF TURBULENT FLOWS,J,3.0-0.0-0.0,,AARNA THAMAN,kalashray@am.iitd.ac.in,MTF 12:00-13:00,,,50,38,APL715
31,COMPUTATIONAL FLUID DYNAMICS,E,3.0-0.0-2.0,,TARINI CHOUDHRY,asaxena@am.iitd.ac.in,TWF 10:00-11:00,,,80,52,APL720
32,MODELING AND ANALYSIS,C,3.0-0.0-0.0,,INDRANS BEHL,vihaansodhi@am.iitd.ac.in,TWF 08:00-09:00,,,50,19,APL774
33,ADVANCED SOLID MECHANICS,A,3.0-0.0-0.0,,STUVAN LATA,somantushar@am.iitd.ac.in,MTh 08:00-09:30,,,60,39,APL796
34,PRODUCT RELIABILITY & MAINTENANCE,H,3.0-0.0-0.0,,KASHVI SUNDARAM,myra66@am.iitd.ac.in,M 11:00-12:00,,,60,34,APL871
35,Similitude and Approximations in Engineering,X,1.0-0.0-0.0,,BHAVIN KALA,vaibhav57@am.iitd.ac.in,,,,60,51,APV710
36,MAJOR PROJECT (MSR),P,0.0-0.0-72.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,60,5,BSD895
37,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,60,0,JTD801
38,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,60,7,JTD802
39,MAJOR PROJECT PART 1 (BB1),P,0.0-0.0-6.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,,,,80,15,BBD451
40,MAJOR PROJECT PART 2 (BB1),P,0.0-0.0-16.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,,,,5,1,BBD452
41,MAJOR PROJECT PART 1 (BB5),Q,0.0-0.0-12.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,0,BBD851
42,MAJOR PROJECT PART 2 (BB5),Q,0.0-0.0-28.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,16,BBD852
43,MAJOR PROJECT (MSR),Q,0.0-0.0-72.0,,GOKUL SAVANT,rohankothari@dbeb.iitd.ac.in,,,,60,14,BBD895
44,MOLECULAR BIOLOGY & GENETICS,P,0.0-0.0-3.0,,INDRAJIT DHILLON,udua@dbeb.iitd.ac.in,,,,0,0,BBL231P
45,ENVIRONMENTAL BIOTECHNOLOGY,B,3.0-0.0-0.0,,VIDUR SURI,qkari@dbeb.iitd.ac.in,MTh 09:30-11:00,,,100,13,BBL341
46,BIOPROCESS TECHNOLOGY,J,2.0-0.0-0.0,,MANNAT ROY,bhamini77@dbeb.iitd.ac.in,MTF 12:00-13:00,,,100,59,BBL431
47,FLUID SOLID SYSTEMS,H,2.0-0.0-0.0,,PURAB WARRIOR,fsharma@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,100,55,BBL432
48,ENZYME SCIENCE AND ENGINEERING,D,3.0-0.0-0.0,,TARA BAJWA,elakeer@dbeb.iitd.ac.in,TWF 09:00-10:00,,,100,58,BBL433L
49,ENZYME SCIENCE AND ENGINEERING,P,0.0-0.0-2.0,,TARA BAJWA,elakeer@dbeb.iitd.ac.in,,,,0,0,BBL433P
50,BIOINFORMATICS,F,2.0-0.0-2.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,TThF 11:00-12:00,,,100,63,BBL434
51,MEMBRANE APPLICATIONS IN BIO.,J,3.0-0.0-0.0,,GOKUL SAVANT,rohankothari@dbeb.iitd.ac.in,MTF 12:00-13:00,,,100,26,BBL445
52,BIOSEPARATION ENGINEERING,SU2,3.0-0.0-3.0,,GOKUL SAVANT,rohankothari@dbeb.iitd.ac.in,,,,0,0,BBL731
53,BIOSEPARATION ENGINEERING,P,0.0-0.0-3.0,,GOKUL SAVANT,rohankothari@dbeb.iitd.ac.in,,,,100,81,BBL731P
54,RECOMBINANT DNA TECHNOLOGY,P,0.0-0.0-3.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,100,86,BBL733P
55,GENOMICS AND PROTEOMICS,P,0.0-0.0-2.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,,,,100,17,BBL735P
56,DYNAMICS OF MICROBIAL SYSTEMS,B,3.0-0.0-0.0,,TAIMUR SARAF,himmat68@dbeb.iitd.ac.in,MTh 09:30-11:00,,,60,23,BBL736
57,INST. & ANA. METH. IN BIOENGG.,P,0.0-0.0-2.0,,MANNAT MAMMEN,dhruv94@dbeb.iitd.ac.in,,,,100,51,BBL737P
58,BIOLOGICAL WASTE TREATMENT,B,3.0-0.0-2.0,,DIVIT CHADA,lavanyashenoy@dbeb.iitd.ac.in,MTh 09:30-11:00,,,80,79,BBL742
59,COMBINATORIAL BIOTECHNOLOGY,J,3.0-0.0-0.0,,INDRAJIT DHILLON,udua@dbeb.iitd.ac.in,MTF 12:00-13:00,,,60,22,BBL745
60,CURRENT TOPICS IN BIOCHEMICALENGINEERING AND BIOTE,H,3.0-0.0-0.0,,OJAS KULKARNI,nirvi47@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,44,BBL746
61,BIONANOTECHNOLOGY,E,3.0-0.0-0.0,,AARYAHI THAKER,amiradugar@dbeb.iitd.ac.in,TWF 10:00-11:00,,,60,21,BBL747
62,CANCER CELL BIOLOGY,F,3.0-0.0-0.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,TThF 11:00-12:00,,,60,34,BBL749L
63,BIOTECHNOLOGY ENTREPRENEURSHIP,H,2.0-0.0-0.0,,YUVAAN SINGH,ela11@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,80,32,BBL751
64,BIOPROCESS ENGINEERING LAB,P,0.0-0.0-3.0,,MANNAT ROY,bhamini77@dbeb.iitd.ac.in,,,,0,0,BBP332
65,SEMINAR COURSE - I,Q,0.0-0.0-2.0,,DHRUV KAR,elad@dbeb.iitd.ac.in,,,,30,31,BBQ301
66,SEMINAR COURSE - II,Q,0.0-0.0-2.0,,TARINI VENKATARAMAN,mahikagoswami@dbeb.iitd.ac.in,,,,30,31,BBQ302
67,MINOR PROJECT,A,0.0-0.0-6.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,30,CRD802
68,MAJOR PROJECT PART-I,Q,0.0-0.0-12.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,0,CRD811
69,MAJOR PROJECT PART 2,Q,0.0-0.0-24.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,29,CRD812
70,MAJOR PROJECT-III,Q,0.0-0.0-12.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,0,CRD814
71,ARCHITECTURES AND ALGORITHMS FOR DSP SYSTEMS,E,2.0-0.0-4.0,,ONKAR VAIDYA,badalsiya@care.iitd.ac.in,TWF 10:00-11:00,,,40,34,CRL702
72,SENSOR ARRAY SIGNAL PROCESSING,X,3.0-0.0-0.0,,SAHIL YADAV,xvarty@care.iitd.ac.in,,,,60,7,CRL704
73,SONAR SYSTEMS ENGINEERING,J,3.0-0.0-0.0,PE,INDRANS SHUKLA,qdass@care.iitd.ac.in,MTF 12:00-13:00,,,60,10,CRL708
74,RF AND MICROWAVE ACTIVE CIRCUITS,A,3.0-0.0-0.0,,RANIA BORDE,mammengatik@care.iitd.ac.in,MTh 08:00-09:30,,,60,13,CRL712
75,RF AND MICROWAVE SOLID STATE DEVICES,F,3.0-0.0-0.0,,ROHAN BEN,lavanya41@care.iitd.ac.in,TThF 11:00-12:00,,,60,20,CRL722
76,RF AND MICROWAVE MEASUREMENT SYSTEM TECHNIQUES,B,3.0-0.0-0.0,,JIVIN SARRAF,bhatiatejas@care.iitd.ac.in,MTh 09:30-11:00,,,60,35,CRL724
77,RF MEMS DESIGN AND TECHNOLOGY,D,3.0-0.0-0.0,,BADAL SHAN,lavanyatata@care.iitd.ac.in,TWF 09:00-10:00,,,25,1,CRL726
78,SELECTED TOPICS IN RFDT-III,X,3.0-0.0-0.0,,EMIR JHA,inaaya-chowdhury@care.iitd.ac.in,,,,25,7,CRL733
79,PROJECT-II,Q,0.0-0.0-24.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,,,,16,9,ASD882
80,CLIMATE MODELING,M,3.0-0.0-0.0,,ARADHYA RAMAKRISHNAN,anika44@cas.iitd.ac.in,MTh 17:00-18:30,,,50,50,ASL380
81,PHYSICS OF THE ATMOSPHERE,B,3.0-0.0-0.0,,MIRAYA IYENGAR,rbehl@cas.iitd.ac.in,MTh 09:30-11:00,,,40,12,ASL733
82,DYNAMICS OF THE ATMOSPHERE,AB,3.0-0.0-0.0,,SHRAY KAPUR,kantlavanya@cas.iitd.ac.in,MTh 15:30-17:00,,,30,9,ASL734
83,ATMOSPHERIC CHEMISTRY AND AIR,J,3.0-0.0-0.0,,TIYA RAVEL,jayan11@cas.iitd.ac.in,MTF 12:00-13:00,,,20,2,ASL735
84,SCIENCE OF CLIMATE CHANGE,J,3.0-0.0-0.0,,PIHU BORAH,chirag52@cas.iitd.ac.in,MTF 12:00-13:00,,,25,15,ASL736
85,PHYSICAL AND DYNAMICAL OCEANOGRAPHY,E,3.0-0.0-0.0,,RIYA MALHOTRA,gkar@cas.iitd.ac.in,TWF 10:00-11:00,,,25,12,ASL737
86,NUMERICAL MODELING OF THE ATMOSPHERE AND OCEAN,B,2.0-0.0-2.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,MTh 09:30-11:00,,,16,11,ASL738
87,DISPERSION OF AIR POLLUTANTS,AC,3.0-0.0-0.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,TF 14:00-15:30,,,40,15,ASL751
88,ATMOSPHERIC AEROSOLS,F,3.0-0.0-0.0,,ADVIKA DEEP,ebalasubramanian@cas.iitd.ac.in,TThF 11:00-12:00,,,50,7,ASL753
89,TROPICAL WEATHER AND CLIMATE,D,3.0-0.0-0.0,,KHUSHI BATTA,arnav12@cas.iitd.ac.in,TWF 09:00-10:00,,,50,7,ASL757
90,AIR-SEA INTERACTION,H,3.0-0.0-0.0,,OORJA DADA,parinaaz85@cas.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,40,39,ASL762
91,ADVANCED DATA ANALYSIS FOR WEATHER AND CLIMATE,AD,1.0-0.0-4.0,,NITYA RATTAN,hiranbutala@cas.iitd.ac.in,TF 15:30-17:00,,,16,8,ASP820
92,MAJOR PROJECT-2,P,0.0-0.0-24.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,,,,60,8,BMD802
93,BIOMEDICAL SIGNAL AND IMAGE PR,AD,2.0-0.0-2.0,PE,DISHANI KUNDA,cherianseher@cbme.iitd.ac.in,TF 15:30-17:00,,,60,33,BML735
94,APPLICATIONS OF MATHEMATICS IN BIOMEDICAL ENG.,H,2.0-0.0-0.0,,DISHANI KUNDA,cherianseher@cbme.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,16,BML737
95,BIOMEDICAL INSTRUMENTATION,AC,3.0-0.0-0.0,,PRERAK SRINIVASAN,anahitachanda@cbme.iitd.ac.in,TF 14:00-15:30,,,60,17,BML740
96,Special Topics in Biodesign,X,3.0-0.0-0.0,,NITYA SACHDEVA,tdhingra@cbme.iitd.ac.in,,,,60,7,BML743
97,"BIOMEDICAL ETHICS, SAFETY AND REGULATORY AFFAIRS",B,2.0-0.0-0.0,,MADHAV KONDA,jaggikartik@cbme.iitd.ac.in,MTh 09:30-11:00,,,60,12,BML760
98,Orthopedic device design and prototyping,AB,2.0-0.0-2.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,MTh 15:30-17:00,,,60,7,BML781
99,SELECTED TOPICS IN BIOMEDICAL ENGINEERING,X,2.0-0.0-0.0,,SHALV TAK,dhegde@cbme.iitd.ac.in,,,,40,7,BML815
100,BIOMATERIALS,J,3.0-0.0-0.0,,SHRAY JOHAL,zeeshan90@cbme.iitd.ac.in,MTF 12:00-13:00,,,60,12,BML820
101,NANOMEDICINE,K,3.0-0.0-0.0,PE,AAYUSH BATRA,eva24@cbme.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,19,BML860
102,MINOR PROJECT [ESR],X,0.0-0.0-6.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,100,1,ESD798
103,MINOR PROJECT [ESN],X,0.0-0.0-6.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,100,0,ESD799
104,MAJOR PROJECT PART I [ESN],X,0.0-0.0-12.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,100,0,ESD801
105,MAJOR PROJECT PART II [ESN],X,0.0-0.0-24.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,100,7,ESD802
106,MAJOR PROJECT PART I [ESR],X,0.0-0.0-12.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,100,0,ESD851
107,MAJOR PROJECT PART II [ESR],X,0.0-0.0-24.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,100,21,ESD852
108,SELF-ORGANIZING DYNAMICAL SYSTEMS,J,3.0-0.0-0.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,MTF 12:00-13:00,,,60,58,ESL300
109,"ENERGY, ECOLOGY AND ENVIRONMENT",B,3.0-1.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,MTh 09:30-11:00,,,60,61,ESL330
110,ENERGY CONSERVATION MANAGEMENT,X,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,60,119,ESL350
111,"ENERGY,ECOLOGY AND ENVIRONMENT",D,3.0-0.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TWF 09:00-10:00,,,60,30,ESL710
112,"POWER GENERATION ,TRANSMISSION & DISTRIBUTION",M,3.0-0.0-0.0,,YAKSHIT GOLE,ehsaan29@ces.iitd.ac.in,MTh 17:00-18:30,,,60,39,ESL718
113,DIRECT ENERGY CONVERSION,C,3.0-0.0-0.0,,PRANAY SAMA,jaurora@ces.iitd.ac.in,TWF 08:00-09:00,,,60,23,ESL730
114,NUCLEAR ENERGY,E,3.0-0.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TWF 10:00-11:00,,,60,19,ESL734
115,Plasma for Energy and Environment,AC,3.0-0.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,TF 14:00-15:30,,,60,8,ESL744
116,ECONOMICS & PLANNING OF ENERGY SYSTEMS,A,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,MTh 08:00-09:30,,,60,19,ESL750
117,SOLAR PHOTOVOLTAIC DEVICES AND SYSTEMS,B,3.0-0.0-0.0,,RYAN SHETH,ahujakaira@ces.iitd.ac.in,MTh 09:30-11:00,,,60,14,ESL755
118,WIND & SMALL HYDRO ENERGY SYSTEMS,AD,3.0-0.0-0.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,TF 15:30-17:00,,,60,35,ESL768
119,SOLAR ENERGY UTILIZATION,F,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TThF 11:00-12:00,,,60,31,ESL770
120,Battery Storage,J,3.0-0.0-0.0,,PRANAY SAMA,jaurora@ces.iitd.ac.in,MTF 12:00-13:00,,,60,29,ESL773
121,QUANTITATIVE METHODS FORENERGY MANAGEMENT & PLG.,A,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,MTh 08:00-09:30,,,60,31,ESL774
122,INDUSTRIAL ENERGY & ENVIRONMENT ANALYSI,B,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 09:30-11:00,,,60,29,ESL776
123,Zero Emission Vehicles,M,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 17:00-18:30,,,60,16,ESL780
124,COGENERATION AND ENERGY EFFICIENCY,D,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TWF 09:00-10:00,,,60,27,ESL784
125,Renewable energy Integration and Power Systems,K,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,16,ESL791
126,Distributed and Decentralized Energy Systems,AB,3.0-0.0-0.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,MTh 15:30-17:00,,,60,37,ESL798
127,SOLAR ARCHITECTURE,AA,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,MTh 14:00-15:30,,,60,17,ESL840
128,Emerging Materials for Next Generation Photovaltaic Applications,X,3.0-0.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,,,,60,17,ESL852
129,Solar Photovoltaic Power Generation,AC,3.0-0.0-0.0,,RAUNAK GHOSE,venkataramananaya@ces.iitd.ac.in,TF 14:00-15:30,,,60,22,ESL855
130,ADVANCED FUSION ENERGY,AB,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,MTh 15:30-17:00,,,60,7,ESL871
131,ALTERNATIVE FUELS FOR TRANSPORTATION,K,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,7,ESL875
132,SOLAR THERMAL POWER GENERATION,AB,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,MTh 15:30-17:00,,,60,11,ESL880
133,Introduction to Project Management,H,1.0-0.0-0.0,,RYAN SHETH,ahujakaira@ces.iitd.ac.in,M 11:00-12:00,,,60,19,ESN702
134,Technical Writing,L,1.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,"W 13:00-14:00 ,TF 18:00-19:00",,,60,22,ESN703
135,SEMINAR COURSE ON RENEWABLE ENERGY,X,0.0-0.0-2.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,,,,25,26,ESQ301
136,SEMINAR COURSE ON ENERGY EFFICIENCY,X,0.0-0.0-2.0,,INDRAJIT CHAUDHARI,amira96@ces.iitd.ac.in,,,,25,25,ESQ302
137,SEMINAR COURSE ON PLASMA SCIENCE AND TECHNOLOGY,X,0.0-0.0-2.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,25,25,ESQ304
138,SEMINAR COURSE ON BIOENERGY,X,0.0-0.0-2.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,25,25,ESQ306
139,SEMINAR COURSE ON NUCLEARENERGY AND FUTURISTIC USE,X,0.0-0.0-2.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,,,,25,24,ESQ307
140,INDEPENDENT STUDY [ESN],X,0.0-3.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,100,0,ESS801
141,INDEPENDENT STUDY [ESR],X,0.0-3.0-0.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,100,0,ESS851
142,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,0,JSD801
143,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,7,JSD802
144,BIOMAS PRODUCTION,J,3.0-0.0-0.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,MTF 12:00-13:00,,,60,60,RDL700
145,RURAL INDIA AND PLANNING FOR DEVELOPMENT,AA,3.0-0.0-0.0,,SAANVI MANDAL,kiararana@rdat.iitd.ac.in,MTh 14:00-15:30,,,40,39,RDL710
146,RURAL ENERGY SYSTEMS,F,3.0-0.0-0.0,,EVA RAVEL,fhari@rdat.iitd.ac.in,TThF 11:00-12:00,,,100,101,RDL722
147,ECOLOGICAL PERSPECTIVE OF GROWTH AND DEVLOPMENT,J,3.0-0.0-0.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,MTF 12:00-13:00,,,50,65,RDL725
148,"HERBAL,MEDICINAL ANDAROMATIC PRODUCTS",M,3.0-0.0-0.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,MTh 17:00-18:30,,,30,30,RDL726
149,Rural Energy Assessment and Planning,E,3.0-0.0-0.0,,TIYA CHOPRA,prerakgokhale@rdat.iitd.ac.in,TWF 10:00-11:00,,,50,19,RDL728
150,TECHNOLOGY ALTERNATIVES  FOR RURAL DEVELOPMENT,B,3.0-0.0-0.0,,NAKUL DANI,basurenee@rdat.iitd.ac.in,MTh 09:30-11:00,,,30,22,RDL730
151,Anaerobic Digestion and Biogas Energy Systems,J,3.0-0.0-0.0,,ALISHA VARTY,handasamaira@rdat.iitd.ac.in,MTF 12:00-13:00,,,50,67,RDL735
152,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,B,3.0-0.0-0.0,,HANSH GULATI,farhan70@rdat.iitd.ac.in,MTh 09:30-11:00,,,60,26,RDL740
153,FOOD QUALITY AND SAFETY,J,3.0-0.0-0.0,,RANBIR VARGHESE,gandhidiya@rdat.iitd.ac.in,MTF 12:00-13:00,,,25,27,RDL760
154,VALUE CHAIN IN AGRO-FOOD PROCESSING,K,2.0-0.0-2.0,,DAMINI DIXIT,elakshitripathi@rdat.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,40,40,RDL761
155,RURAL VALUE CHAIN FOR HOLISTIC DEVELOPMENT,E,2.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,TWF 10:00-11:00,,,50,50,RDL770
156,"WOMEN,TECHNOLOGY AND DEVELOPMENT",SU1,2.0-0.0-2.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,,,,0,0,RDL807
157,SEMINAR COURSE - II,X,0.0-0.0-2.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,,,,30,49,RDQ302
158,SEMINAR COURSE - III,X,0.0-0.0-2.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,,,,30,31,RDQ303
159,SEMINAR COURSE-IV,X,0.0-0.0-2.0,,ALISHA VARTY,handasamaira@rdat.iitd.ac.in,,,,30,42,RDQ304
160,SEMINAR COURSE-V,X,0.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,,,,30,30,RDQ305
161,MINOR PROJECT,Q,0.0-0.0-8.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD771
162,MAJOR PROJECT PART 1 (CM),Q,0.0-0.0-12.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD871
163,MAJOR PROJECT PART II (CM),Q,0.0-0.0-28.0,,CHARVI DARA,sabharwalvardaniya@chemical.iitd.ac.in,,,,60,0,CHD872
