S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
14,PRODUCT DESIGN PROJECT 1,F,2.0-0.0-4.0,,IVAN DALAL,wramakrishnan@am.iitd.ac.in,TThF 11:00-12:00,,,60,17,AMP776
15,MS Research Project,P,0.0-0.0-72.0,,PARINAAZ SUBRAMANIAM,keermyra@am.iitd.ac.in,,,,30,11,APD895
16,ENGINEERING MECHANICS,A,3.0-1.0-0.0,,TIYA BABU,gokul13@am.iitd.ac.in,MTh 09:30-11:00,,,600,10,APL100
17,EXPERIMENTAL METHODS,E,3.0-0.0-2.0,,AARNA THAMAN,kalashray@am.iitd.ac.in,TWF 10:00-11:00,,,100,38,APL103
18,SOLID MECHANICS,X,3.0-1.0-0.0,,INDRANS BEHL,vihaansodhi@am.iitd.ac.in,,,,0,0,APL104
19,MECHANICS OF SOLIDS AND FLUIDS,A,3.0-1.0-0.0,,SIYA SOOD,advik48@am.iitd.ac.in,MTh 08:00-09:30,MTThF 13:00-14:00,,150,109,APL105
20,Engineering Thermodynamics,H,2.0-0.0-0.0,,UTHKARSH SAHOTA,jayaramantanya@am.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,50,59,APL206
21,COMPUTATIONAL MECHANICS,X,3.0-0.0-2.0,,MOHANLAL RAJ,icontractor@am.iitd.ac.in,,,,30,15,APL300
22,ENGINEERING FLUID FLOWS,J,3.0-1.0-0.0,,BHAVIN KALA,vaibhav57@am.iitd.ac.in,MTF 12:00-13:00,,,40,7,APL360
23,Machine Learning in Mechanics,X,2.0-0.0-2.0,,TUSHAR MANI,rohan71@am.iitd.ac.in,,,,100,100,APL405
24,Experimental methods for Solids and Fluids,X,0.0-0.0-2.0,,AARNA THAMAN,kalashray@am.iitd.ac.in,,,,100,54,APL702P
25,ENGINEERING MATHEMATIC & COMP.,X,0.0-0.0-2.0,,EMIR BHATIA,divit70@am.iitd.ac.in,,,,100,58,APL703P
26,FINITE ELEMENT METHOD,B,3.0-0.0-2.0,,MAHIKA BALAN,lagandani@am.iitd.ernet.in,MTh 09:30-11:00,,,75,38,APL705
27,COMPUTER AIDED DESIGN,D,3.0-0.0-2.0,,SAMIHA SURESH,dashalia@cc.iitd.ernet.in,TWF 09:00-10:00,,,50,31,APL710
28,ADVANCED FLUID MECHANICS,C,3.0-0.0-0.0,,ESHANI CHANA,jdhaliwal@am.iitd.ac.in,TWF 08:00-09:00,,,50,23,APL711
29,TURBULENCE AND ITS MODELING,M,3.0-0.0-0.0,,PARINAAZ SUBRAMANIAM,keermyra@am.iitd.ac.in,MTh 17:00-18:30,,,50,16,APL713
30,COMPUTATIONAL FLUID DYNAMICS,E,3.0-0.0-2.0,,TAIMUR SAMI,shankarmiraya@am.iitd.ac.in,TWF 10:00-11:00,,,50,42,APL720
31,Deep Learning for Mechanics,X,3.0-0.0-2.0,,ISHITA GHOSE,cghosh@am.iitd.ac.in,,,,100,71,APL745
32,MODELING AND ANALYSIS,E,3.0-0.0-0.0,,TUSHAR RANGANATHAN,taimurbedi@am.iitd.ac.in,TWF 10:00-11:00,,,40,9,APL774
33,ADVANCED SOLID MECHANICS,A,3.0-0.0-0.0,,INDRANS BEHL,vihaansodhi@am.iitd.ac.in,MTh 08:00-09:30,,,50,29,APL796
34,Hydrodynamic Stability,X,3.0-0.0-0.0,,EMIR BHATIA,divit70@am.iitd.ac.in,,,,30,7,APL815
35,PRODUCT RELIABILITY & MAINTENANCE,H,3.0-0.0-0.0,,ISHITA GHOSE,cghosh@am.iitd.ac.in,M 11:00-12:00,,,60,19,APL871
36,MICROMECHANICS OF FRACTURE,X,1.0-0.0-0.0,,STUVAN LATA,somantushar@am.iitd.ac.in,,,,10,5,APV707
37,MAJOR PROJECT (MSR),P,0.0-0.0-72.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,20,4,BSD895
38,MINOR PROJECT,P,0.0-0.0-6.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,60,16,JTD792
39,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,,,,60,0,JTD802
40,MAJOR PROJECT PART 1 (BB1),P,0.0-0.0-6.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,,,,80,8,BBD451
41,MAJOR PROJECT PART 2 (BB1),P,0.0-0.0-16.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,,,,5,3,BBD452
42,MAJOR PROJECT PART 1 (BB5),Q,0.0-0.0-12.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,0,BBD851
43,MAJOR PROJECT PART 2 (BB5),Q,0.0-0.0-28.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,13,BBD852
44,MAJOR PROJECT (MSR),Q,0.0-0.0-72.0,,TARA BAJWA,elakeer@dbeb.iitd.ac.in,,,,60,14,BBD895
45,PRINCIPLES OF BIOCHEMISTRY,P,0.0-0.0-3.0,,AARYAHI THAKER,amiradugar@dbeb.iitd.ac.in,,,,100,56,BBL131P
46,MOLECULAR BIOLOGY & GENETICS,P,0.0-0.0-3.0,,INDRAJIT DHILLON,udua@dbeb.iitd.ac.in,,,,100,57,BBL231P
47,ENVIRONMENTAL BIOTECHNOLOGY,B,3.0-0.0-0.0,,VIDUR SURI,qkari@dbeb.iitd.ac.in,MTh 09:30-11:00,,,100,39,BBL341
48,BIOPROCESS TECHNOLOGY,J,2.0-0.0-0.0,,MANNAT ROY,bhamini77@dbeb.iitd.ac.in,MTF 12:00-13:00,,,100,67,BBL431
49,FLUID SOLID SYSTEMS,H,2.0-0.0-0.0,,PURAB WARRIOR,fsharma@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,100,56,BBL432
50,ENZYME SCIENCE AND ENGINEERING,D,3.0-0.0-2.0,,TARA BAJWA,elakeer@dbeb.iitd.ac.in,TWF 09:00-10:00,,,90,62,BBL433
51,ENZYME SCIENCE AND ENGINEERING,P,0.0-0.0-2.0,,TARA BAJWA,elakeer@dbeb.iitd.ac.in,,,,100,56,BBL433P
52,BIOINFORMATICS,F,2.0-0.0-2.0,,VEDIKA KADE,nakultank@dbeb.iitd.ac.in,TThF 11:00-12:00,,,100,49,BBL434
53,MODELING & SIMULATION OF BIO.,J,3.0-0.0-2.0,,DHRUV KAR,elad@dbeb.iitd.ac.in,MTF 12:00-13:00,,,60,21,BBL443
54,BIOPROCESS PLANT DESIGN,X,3.0-0.0-2.0,,DIVIT CHADA,lavanyashenoy@dbeb.iitd.ac.in,,,,0,0,BBL732
55,DYNAMICS OF MICROBIAL SYSTEMS,B,3.0-0.0-0.0,,TAIMUR SARAF,himmat68@dbeb.iitd.ac.in,MTh 09:30-11:00,,,60,23,BBL736
56,BIOLOGICAL WASTE TREATMENT,B,3.0-0.0-2.0,,DIVIT CHADA,lavanyashenoy@dbeb.iitd.ac.in,MTh 09:30-11:00,,,80,4,BBL742
57,COMBINATORIAL BIOTECHNOLOGY,J,3.0-0.0-0.0,,INDRAJIT DHILLON,udua@dbeb.iitd.ac.in,MTF 12:00-13:00,,,60,28,BBL745
58,BIONANOTECHNOLOGY,E,3.0-0.0-0.0,,AARYAHI THAKER,amiradugar@dbeb.iitd.ac.in,TWF 10:00-11:00,,,60,32,BBL747
59,CANCER CELL BIOLOGY,F,3.0-0.0-0.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,TThF 11:00-12:00,,,60,52,BBL749L
60,BIOTECHNOLOGY ENTREPRENEURSHIP,H,2.0-0.0-0.0,,YUVAAN SINGH,ela11@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,80,54,BBL751
61,MICROBIAL BIOCHEMISRY,H,3.0-0.0-0.0,,OJAS KULKARNI,nirvi47@dbeb.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,17,BBL830
62,BIOPROCESS ENGINEERING LAB,P,0.0-0.0-3.0,,MANNAT ROY,bhamini77@dbeb.iitd.ac.in,,,,100,55,BBP332
63,SEMINAR COURSE - I,Q,0.0-0.0-2.0,,YUVAAN SINGH,ela11@dbeb.iitd.ac.in,,,,30,30,BBQ301
64,SEMINAR COURSE - II,Q,0.0-0.0-2.0,,MANNAT MAMMEN,dhruv94@dbeb.iitd.ac.in,,,,30,30,BBQ302
65,MINOR PROJECT,A,0.0-0.0-6.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,30,CRD802
66,MAJOR PROJECT PART-I,Q,0.0-0.0-12.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,0,CRD811
67,MAJOR PROJECT PART 2,Q,0.0-0.0-24.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,15,CRD812
68,MAJOR PROJECT-III,Q,0.0-0.0-12.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,60,15,CRD814
69,ARCHITECTURES AND ALGORITHMS FOR DSP SYSTEMS,E,2.0-0.0-4.0,,ONKAR VAIDYA,badalsiya@care.iitd.ac.in,TWF 10:00-11:00,,,40,31,CRL702
70,SENSOR ARRAY SIGNAL PROCESSING,X,3.0-0.0-0.0,,SAHIL YADAV,xvarty@care.iitd.ac.in,,,,60,5,CRL704
71,SONAR SYSTEMS ENGINEERING,J,3.0-0.0-0.0,PE,INDRANS SHUKLA,qdass@care.iitd.ac.in,MTF 12:00-13:00,,,60,5,CRL708
72,RF AND MICROWAVE ACTIVE CIRCUITS,A,3.0-0.0-0.0,,RANIA BORDE,mammengatik@care.iitd.ac.in,MTh 08:00-09:30,,,60,24,CRL712
73,RF AND MICROWAVE SOLID STATE DEVICES,F,3.0-0.0-0.0,,NIRVAAN DEY,neelofar82@care.iitd.ac.in,TThF 11:00-12:00,,,60,18,CRL722
74,RF AND MICROWAVE MEASUREMENT SYSTEM TECHNIQUES,B,3.0-0.0-0.0,,JIVIN SARRAF,bhatiatejas@care.iitd.ac.in,MTh 09:30-11:00,,,60,34,CRL724
75,RF MEMS DESIGN AND TECHNOLOGY,X,3.0-0.0-0.0,,BADAL SHAN,lavanyatata@care.iitd.ac.in,,,,25,6,CRL726
76,SELECTED TOPICS IN RFDT-II,X,3.0-0.0-0.0,,ROHAN BEN,lavanya41@care.iitd.ac.in,,,,25,5,CRL732
77,SELECTED TOPICS IN RFDT-III,X,3.0-0.0-0.0,,EMIR JHA,inaaya-chowdhury@care.iitd.ac.in,,,,25,9,CRL733
78,PROJECT-II,Q,0.0-0.0-24.0,,OORJA DADA,parinaaz85@cas.iitd.ac.in,,,,10,7,ASD882
79,FUNDAMENTALS OF WEATHER AND CLIMATE,F,3.0-0.0-0.0,,ADVIKA DEEP,ebalasubramanian@cas.iitd.ac.in,TThF 11:00-12:00,,,40,40,ASL340
80,CLIMATE MODELING,M,3.0-0.0-0.0,,ARADHYA RAMAKRISHNAN,anika44@cas.iitd.ac.in,MTh 17:00-18:30,,,50,50,ASL380
81,PHYSICS OF THE ATMOSPHERE,J,3.0-0.0-0.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,MTF 12:00-13:00,,,30,10,ASL733
82,DYNAMICS OF THE ATMOSPHERE,AB,3.0-0.0-0.0,,SHRAY KAPUR,kantlavanya@cas.iitd.ac.in,MTh 15:30-17:00,,,30,3,ASL734
83,SCIENCE OF CLIMATE CHANGE,D,3.0-0.0-0.0,,PIHU BORAH,chirag52@cas.iitd.ac.in,TWF 09:00-10:00,,,25,23,ASL736
84,PHYSICAL AND DYNAMICAL OCEANOGRAPHY,E,3.0-0.0-0.0,,RIYA MALHOTRA,gkar@cas.iitd.ac.in,TWF 10:00-11:00,,,25,10,ASL737
85,NUMERICAL MODELING OF THE ATMOSPHERE AND OCEAN,AA,2.0-0.0-2.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,MTh 14:00-15:30,,,20,17,ASL738
86,DISPERSION OF AIR POLLUTANTS,F,3.0-0.0-0.0,,TIYA RAVEL,jayan11@cas.iitd.ac.in,TThF 11:00-12:00,,,25,5,ASL751
87,CLOUD PHYSICS,B,3.0-0.0-0.0,,MIRAYA IYENGAR,rbehl@cas.iitd.ac.in,MTh 09:30-11:00,,,25,7,ASL754
88,TROPICAL WEATHER AND CLIMATE,A,3.0-0.0-0.0,,KHUSHI BATTA,arnav12@cas.iitd.ac.in,MTh 08:00-09:30,,,40,13,ASL757
89,AIR-SEA INTERACTION,H,3.0-0.0-0.0,,OORJA DADA,parinaaz85@cas.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,40,28,ASL762
90,ADVANCED DATA ANALYSIS FOR WEATHER AND CLIMATE,C,1.0-0.0-4.0,,NITYA RATTAN,hiranbutala@cas.iitd.ac.in,TWF 08:00-09:00,,,16,16,ASP820
91,SPECIAL MODULE IN CLIMATE,M,1.0-0.0-0.0,,AHANA  DASGUPTA,dhanukvig@cas.iitd.ac.in,MTh 17:00-18:30,,,25,7,ASV862
92,Batteries for Electric Vehicles: Multidisciplinary Perspectives,E,3.0-0.0-0.0,,KABIR BHATIA,kavyabasak@cart.iitd.ac.in,TWF 10:00-11:00,,,30,15,CTL707
93,Charging Infrastructure for EVs,A,3.0-0.0-0.0,,ADIRA DAR,mishakata@cart.iitd.ac.in,MTh 08:00-09:30,,,40,9,CTL709
94,Power Electronics and Drives for Electric Vehicles,D,3.0-0.0-0.0,,ANAHITA SULE,kimaya56@cart.iitd.ac.in,TWF 09:00-10:00,,,30,17,CTL717
95,Materials for Electric Vehicle Applications,B,3.0-0.0-0.0,,PRERAK SURESH,ishita15@itmmec.iitd.ac.in,MTh 09:30-11:00,,,30,6,CTL727
96,Automotive Noise and Condition Monitoring,F,3.0-0.0-0.0,,SANA JAIN,hazelchhabra@itmmec.iitd.ac.in,TThF 11:00-12:00,,,30,9,CTL731
97,Electric Vehicle Laboratory 2,AA,1.0-0.0-4.0,,RANBIR CHANDRA,mishtishah@cart.iitd.ac.in,MTh 14:00-15:30,,,30,9,CTP704
98,MAJOR PROJECT-2,X,0.0-0.0-24.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,,,,60,9,BMD802
99,BIOMEDICAL SIGNAL AND IMAGE PR,AD,2.0-0.0-2.0,,DISHANI KUNDA,cherianseher@cbme.iitd.ac.in,TF 15:30-17:00,,,60,37,BML735
100,Biomedical Data Analysis,E,3.0-0.0-0.0,,DISHANI KUNDA,cherianseher@cbme.iitd.ac.in,TWF 10:00-11:00,,,60,19,BML738
101,BIOMEDICAL INSTRUMENTATION,F,3.0-0.0-0.0,,PRERAK SRINIVASAN,anahitachanda@cbme.iitd.ac.in,TThF 11:00-12:00,,,60,7,BML740
102,Special Topics in Biodesign,X,3.0-0.0-0.0,,NITYA SACHDEVA,tdhingra@cbme.iitd.ac.in,,,,60,5,BML743
103,POINT OF CARE MEDICAL DIAG DEV,D,3.0-0.0-0.0,,MADHAV KONDA,jaggikartik@cbme.iitd.ac.in,TWF 09:00-10:00,,,60,6,BML750
104,"BIOMEDICAL ETHICS, SAFETY AND REGULATORY AFFAIRS",B,2.0-0.0-0.0,,MADHAV KONDA,jaggikartik@cbme.iitd.ac.in,MTh 09:30-11:00,,,60,8,BML760
105,TISSUE ENGINEERING,H,3.0-0.0-0.0,,AAYUSH BATRA,eva24@cbme.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,10,BML810
106,SELECTED TOPICS IN BIOMEDICAL ENGINEERING,X,2.0-0.0-0.0,,SHALV TAK,dhegde@cbme.iitd.ac.in,,,,40,9,BML815
107,BIOMATERIALS,J,3.0-0.0-0.0,,SHRAY JOHAL,zeeshan90@cbme.iitd.ac.in,MTF 12:00-13:00,,,60,5,BML820
108,NANOMEDICINE,K,3.0-0.0-0.0,,DHRUV HANS,vgoswami@cbme.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,10,BML860
109,BASIC BIOMEDICAL LABORATORY,P,0.0-0.0-4.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,,,,20,9,BMP743
110,FUNDAMENTALS OF NEUROMECHANICS,X,1.0-0.0-0.0,,SHALV TAK,dhegde@cbme.iitd.ac.in,,,,60,11,BMV704
111,MINOR PROJECT [ESR],P,0.0-0.0-6.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,,,,10,0,ESD798
112,MAJOR PROJECT PART I [ESN],P,0.0-0.0-12.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,60,0,ESD801
113,MAJOR PROJECT PART II [ESN],P,0.0-0.0-24.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,60,15,ESD802
114,MAJOR PROJECT PART I [ESR],P,0.0-0.0-12.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,,,,10,0,ESD851
115,MAJOR PROJECT PART II [ESR],P,0.0-0.0-24.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,,,,60,15,ESD852
116,SELF-ORGANIZING DYNAMICAL SYSTEMS,J,3.0-0.0-0.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,MTF 12:00-13:00,,,60,60,ESL300
117,"ENERGY, ECOLOGY AND ENVIRONMENT",B,3.0-1.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,MTh 09:30-11:00,,,60,31,ESL330
118,ENERGY CONSERVATION MANAGEMENT,B,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,MTh 09:30-11:00,,,60,44,ESL350
119,"ENERGY,ECOLOGY AND ENVIRONMENT",D,3.0-0.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,TWF 09:00-10:00,,,60,59,ESL710
120,"POWER GENERATION ,TRANSMISSION & DISTRIBUTION",M,3.0-0.0-0.0,,YAKSHIT GOLE,ehsaan29@ces.iitd.ac.in,MTh 17:00-18:30,,,60,16,ESL718
121,Renewable Energy and Environment,AD,3.0-0.0-0.0,,TANYA BHAGAT,hazel64@ces.iitd.ac.in,TF 15:30-17:00,,,80,77,ESL729
122,DIRECT ENERGY CONVERSION,C,3.0-0.0-0.0,,LAVANYA SETTY,ishaan85@ces.iitd.ac.in,TWF 08:00-09:00,,,60,22,ESL730
123,NUCLEAR ENERGY,E,3.0-0.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TWF 10:00-11:00,,,60,13,ESL734
124,Plasma for Energy and Environment,AC,3.0-0.0-0.0,,TANYA BHAGAT,hazel64@ces.iitd.ac.in,TF 14:00-15:30,,,60,8,ESL744
125,ECONOMICS & PLANNING OF ENERGY SYSTEMS,AB,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,MTh 15:30-17:00,,,60,28,ESL750
126,WIND & SMALL HYDRO ENERGY SYSTEMS,AD,3.0-0.0-0.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,TF 15:30-17:00,,,60,29,ESL768
127,SOLAR ENERGY UTILIZATION,F,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TThF 11:00-12:00,,,60,22,ESL770
128,Battery Storage,J,3.0-0.0-0.0,,PRANAY SAMA,jaurora@ces.iitd.ac.in,MTF 12:00-13:00,,,60,29,ESL773
129,QUANTITATIVE METHODS FORENERGY MANAGEMENT & PLG.,A,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,MTh 08:00-09:30,,,60,25,ESL774
130,INDUSTRIAL ENERGY & ENVIRONMENT ANALYSI,B,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 09:30-11:00,,,60,22,ESL776
131,Zero Emission Vehicles,M,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 17:00-18:30,,,60,11,ESL780
132,COGENERATION AND ENERGY EFFICIENCY,D,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,TWF 09:00-10:00,,,60,23,ESL784
133,Distributed and Decentralized Energy Systems,AB,3.0-0.0-0.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,MTh 15:30-17:00,,,60,8,ESL798
134,SOLAR ARCHITECTURE,AA,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,MTh 14:00-15:30,,,60,1,ESL840
135,Emerging Materials for Next Generation Photovaltaic Applications,X,3.0-0.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,,,,60,57,ESL852
136,Solar Photovoltaic Power Generation,AC,3.0-0.0-0.0,,RAUNAK GHOSE,venkataramananaya@ces.iitd.ac.in,TF 14:00-15:30,,,60,11,ESL855
137,ALTERNATIVE FUELS FOR TRANSPORTATION,K,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,11,ESL875
138,SOLAR THERMAL POWER GENERATION,AB,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,MTh 15:30-17:00,,,60,9,ESL880
139,Introduction to Project Management,H,1.0-0.0-0.0,,RYAN SHETH,ahujakaira@ces.iitd.ac.in,"MW 11:00-12:00 ,Th 12:00-13:00",,,60,12,ESN702
140,Technical Writing,L,1.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,"W 13:00-14:00 ,TF 18:00-19:00",,,60,11,ESN703
141,Renewable Energy Laboratory,P,0.0-0.0-6.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,60,6,ESP705
142,ENERGY LABORATORY,P,0.0-0.0-6.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,60,17,ESP713
143,Energy & Environment Laboratory,P,0.0-0.0-6.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,60,29,ESP728
144,SEMINAR COURSE ON RENEWABLE ENERGY,X,0.0-0.0-2.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,,,,25,25,ESQ301
145,SEMINAR COURSE ON ENERGY EFFICIENCY,X,0.0-0.0-2.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,,,,25,22,ESQ302
146,SEMINAR COURSE ON PLASMA SCIENCE AND TECHNOLOGY,X,0.0-0.0-2.0,,TANYA BHAGAT,hazel64@ces.iitd.ac.in,,,,25,21,ESQ304
147,SEMINAR COURSE ON BIOENERGY,X,0.0-0.0-2.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,25,19,ESQ306
148,SEMINAR COURSE ON NUCLEARENERGY AND FUTURISTIC USE,X,0.0-0.0-2.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,,,,25,24,ESQ307
149,SEMINAR COURSE ONENERGY-ENVIRONMENT INTERACTION,X,0.0-0.0-2.0,,PRANAY SAMA,jaurora@ces.iitd.ac.in,,,,25,15,ESQ308
150,SEMINAR COURSE ON ALTERNATIVEFUELS FOR TRANSPORTAT,X,0.0-0.0-2.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,25,25,ESQ309
151,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,0,JSD801
152,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,60,5,JSD802
153,BIOMAS PRODUCTION,J,3.0-0.0-0.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,MTF 12:00-13:00,,,60,60,RDL700
154,RURAL INDIA AND PLANNING FOR DEVELOPMENT,AA,3.0-0.0-0.0,,SAANVI MANDAL,kiararana@rdat.iitd.ac.in,MTh 14:00-15:30,,,40,55,RDL710
155,RURAL ENERGY SYSTEMS,F,3.0-0.0-0.0,,EVA RAVEL,fhari@rdat.iitd.ac.in,TThF 11:00-12:00,,,100,96,RDL722
156,ECOLOGICAL PERSPECTIVE OF GROWTH AND DEVLOPMENT,J,3.0-0.0-0.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,MTF 12:00-13:00,,,60,67,RDL725
157,"HERBAL,MEDICINAL ANDAROMATIC PRODUCTS",M,3.0-0.0-0.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,MTh 17:00-18:30,,,30,30,RDL726
158,Conservation and Recycling Practices in Rural Areas,B,3.0-0.0-2.0,,DIVIT ANDRA,gadeshanaya@rdat.iitd.ac.in,MTh 09:30-11:00,,,40,33,RDL727
159,Rural Energy Assessment and Planning,E,3.0-0.0-0.0,,TIYA CHOPRA,prerakgokhale@rdat.iitd.ac.in,TWF 10:00-11:00,,,50,50,RDL728
160,TECHNOLOGY ALTERNATIVES  FOR RURAL DEVELOPMENT,B,3.0-0.0-0.0,,NAKUL DANI,basurenee@rdat.iitd.ac.in,MTh 09:30-11:00,,,80,42,RDL730
161,Anaerobic Digestion and Biogas Energy Systems,J,3.0-0.0-0.0,,ALISHA VARTY,handasamaira@rdat.iitd.ac.in,MTF 12:00-13:00,,,40,45,RDL735
162,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,B,3.0-0.0-0.0,,HANSH GULATI,farhan70@rdat.iitd.ac.in,MTh 09:30-11:00,,,60,19,RDL740
163,VALUE CHAIN IN AGRO-FOOD PROCESSING,K,2.0-0.0-2.0,,DAMINI DIXIT,elakshitripathi@rdat.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,40,40,RDL761
