S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
63,SEMINAR COURSE - I,P,0.0-0.0-2.0,,MANNAT MAMMEN,dhruv94@dbeb.iitd.ac.in,,,,30,30,BBQ301
64,SEMINAR COURSE - II,P,0.0-0.0-2.0,,OJAS KULKARNI,nirvi47@dbeb.iitd.ac.in,,,,30,30,BBQ302
65,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,30,29,CRD811
66,MAJOR PROJECT PART 2,P,0.0-0.0-24.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,20,0,CRD812
67,BASICS OF STATISTICAL SIGNAL A,E,2.0-0.0-2.0,,ONKAR VAIDYA,badalsiya@care.iitd.ac.in,TWF 10:00-11:00,,,60,9,CRL601
68,BASICS OF RF AND MICROWAVES,H,2.0-1.0-0.0,,JIVIN SARRAF,bhatiatejas@care.iitd.ac.in,M 11:00-12:00,W 11:00-12:00,,60,10,CRL611
69,FUNDAMENTALS OF SEMICONDUCTOR,B,3.0-0.0-0.0,,BADAL SHAN,lavanyatata@care.iitd.ac.in,MTh 09:30-11:00,,,60,0,CRL621
70,HUMAN & MACHINE SPEECH COMMUNICATION,X,3.0-0.0-0.0,,SAHIL YADAV,xvarty@care.iitd.ac.in,TWF 10:00-11:00,,,60,12,CRL707
71,UNDERWATER ELECTRONIC SYSTEMS,J,3.0-0.0-0.0,,INDRANS SHUKLA,qdass@care.iitd.ac.in,MTF 12:00-13:00,,,60,5,CRL709
72,CAD OF RF AND MICROWAVE DEVICES,A,3.0-0.0-2.0,,RANIA BORDE,mammengatik@care.iitd.ac.in,MTh 08:00-09:30,,,60,35,CRL711
73,RADIATING SYSTEM FOR RF COMMUNICATION,H,3.0-0.0-0.0,,ARNAV KORPAL,majumdarhrishita@care.iitd.ac.in,M 11:00-12:00,,,60,10,CRL715
74,Introduction to Quantum Electron Devices,B,3.0-0.0-0.0,,NIRVAAN DEY,neelofar82@care.iitd.ac.in,MTh 09:30-11:00,,,40,12,CRL727
75,SENSORS AND TRANSDUCERS,F,3.0-0.0-0.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,TThF 11:00-12:00,,,60,32,CRL729
76,SELECTED TOPICS IN RFDT-III,X,3.0-0.0-0.0,,SEHER APTE,nuppal@care.iitd.ernet.in,MTF 12:00-13:00,,,60,10,CRL733
77,RF AND MICROWAVE MEASUREMENT LAB.,P,1.0-0.0-6.0,,BADAL SHAN,lavanyatata@care.iitd.ac.in,,,,40,31,CRP718
78,FABRICATION TECHNIQUES FOR RF & MICROWAVE DEVICES,P,1.0-0.0-4.0,,NIRVAAN DEY,neelofar82@care.iitd.ac.in,,,,60,18,CRP723
79,PROJECT-I,AC,0.0-0.0-12.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,,,,12,10,ASD881
80,"CLIMATE CHANGE: IMPACTS, ADAPTATION & MITIGATION",J,3.0-0.0-2.0,,PIHU BORAH,chirag52@cas.iitd.ac.in,MTF 12:00-13:00,,,50,50,ASL320
81,INTRODUCTION TOOCEANOGRAPHY,F,3.0-0.0-0.0,,OORJA DADA,parinaaz85@cas.iitd.ac.in,TThF 11:00-12:00,,,50,26,ASL350
82,CLIMATE MODELING,M,3.0-0.0-0.0,,ARADHYA RAMAKRISHNAN,anika44@cas.iitd.ac.in,MTh 17:00-18:30,,,50,49,ASL380
83,"INTRODUCTION TO WEATHER, CLIMA",AB,1.0-0.0-0.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,MTh 15:30-17:00,,,20,9,ASL730
84,MATHEMATICAL AND COMPUTATIONAL,H,2.0-0.0-2.0,,SHRAY KAPUR,kantlavanya@cas.iitd.ac.in,M 11:00-12:00,,,20,8,ASL732
85,PHYSICS OF THE ATMOSPHERE,E,3.0-0.0-0.0,,TIYA RAVEL,jayan11@cas.iitd.ac.in,TWF 10:00-11:00,,,40,15,ASL733
86,DYNAMICS OF THE ATMOSPHERE,A,3.0-0.0-0.0,,KHUSHI BATTA,arnav12@cas.iitd.ac.in,MTh 08:00-09:30,,,50,17,ASL734
87,ATMOSPHERIC CHEMISTRY AND AIR,D,3.0-0.0-0.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,TWF 09:00-10:00,,,40,16,ASL735
88,CLOUD PHYSICS,B,3.0-0.0-0.0,,MIRAYA IYENGAR,rbehl@cas.iitd.ac.in,MTh 09:30-11:00,,,50,9,ASL754
89,REMOTE SENSING OF THE ATMOSPHERE AND OCEAN,F,3.0-0.0-0.0,,ADVIKA DEEP,ebalasubramanian@cas.iitd.ac.in,TThF 11:00-12:00,,,50,34,ASL755
90,EARTH SYSTEM MODELING,K,3.0-0.0-0.0,,NITYA RATTAN,hiranbutala@cas.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,20,20,ASL761
91,AIR-SEA INTERACTION,J,3.0-0.0-0.0,,RIYA MALHOTRA,gkar@cas.iitd.ac.in,MTF 12:00-13:00,,,30,6,ASL762
92,DATA ANALYSIS METHODS FOR ATMO,AD,0.0-0.0-4.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,,,,20,7,ASP731
93,MAJOR PROJECT-I,P,0.0-0.0-18.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,,,,8,8,BMD801
94,INDUSTRIAL BIOMATERIAL TECHNOLOGY,AC,3.0-0.0-0.0,,AAYUSH BATRA,eva24@cbme.iitd.ac.in,TF 14:00-15:30,,,50,14,BML710
95,MEDICAL IMAGING,AD,3.0-0.0-0.0,,RHEA VARGHESE,kabir73@cbme.iitd.ac.in,TF 15:30-17:00,,,50,28,BML720
96,FUNDAMENTALS OF BIOMECHANICS,J,3.0-0.0-0.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,MTF 12:00-13:00,,,50,19,BML770
97,RESEARCH TECHNIQUES IN BIOMEDICAL ENGINEERING,E,3.0-0.0-0.0,,PRERAK SRINIVASAN,anahitachanda@cbme.iitd.ac.in,TWF 10:00-11:00,,,50,15,BML800
98,TISSUE ENGINEERING,H,3.0-0.0-0.0,,AAYUSH BATRA,eva24@cbme.iitd.ac.in,M 11:00-12:00,,,50,16,BML810
99,SELECTED TOPICS IN BIOMEDICAL ENGINEERING,X,2.0-0.0-0.0,,NITYA SACHDEVA,tdhingra@cbme.iitd.ac.in,,,,30,23,BML815
100,BIOSENSOR TECHNOLOGY,F,3.0-0.0-2.0,,MADHAV KONDA,jaggikartik@cbme.iitd.ac.in,TThF 11:00-12:00,,,20,5,BML830
101,CANCER : DIAGNOSIS AND THERAPY,B,3.0-0.0-0.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,MTh 09:30-11:00,,,30,15,BML850
102,BASIC ELECTRONICS,A,1.0-0.0-0.0,,PRERAK SRINIVASAN,anahitachanda@cbme.iitd.ac.in,MTh 08:00-09:30,,,15,8,BMV701
103,BASIC BIOLOGY & PHYSIOLOGY,C,1.0-0.0-0.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,TWF 08:00-09:00,,,15,8,BMV703
104,FUNDAMENTALS OF NEUROMECHANICS,X,1.0-0.0-0.0,,SHALV TAK,dhegde@cbme.iitd.ac.in,,,,50,10,BMV704
105,MECHANICS OF BIOMATERIALS,D,1.0-0.0-0.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,TWF 09:00-10:00,,,15,9,BMV705
106,MINOR PROJECT [ESR],X,0.0-0.0-6.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,0,0,ESD798
107,MAJOR PROJECT PART I [ESN],X,0.0-0.0-12.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,0,0,ESD801
108,MAJOR PROJECT PART I [ESR],X,0.0-0.0-12.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,0,0,ESD851
109,SELF-ORGANIZING DYNAMICAL SYSTEMS,J,3.0-0.0-0.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,MTF 12:00-13:00,,,60,58,ESL300
110,"ENERGY, ECOLOGY AND ENVIRONMENT",B,3.0-1.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,MTh 09:30-11:00,,,60,25,ESL330
111,DIRECT ENERGY CONVERSION,E,3.0-1.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,60,11,ESL360
112,FUEL TECHNOLOGY,B,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,MTh 09:30-11:00,,,60,37,ESL711
113,POWER PLANT ENGG.,AA,3.0-0.0-0.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,MTh 14:00-15:30,,,60,11,ESL714
114,ELECTRICAL ENERGY MANAGEMENT,D,3.0-0.0-0.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,TWF 09:00-10:00,,,60,0,ESL715
115,ENERGY CONSERVATION,C,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TWF 08:00-09:00,,,60,24,ESL720
116,ENERGY AUDIT,F,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TThF 11:00-12:00,,,60,24,ESL724
117,ENERGY AND ENVIRONMENT,C,3.0-0.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,TWF 08:00-09:00,,,60,49,ESL727
118,PLASMA BASED MATERIALS PROCESSING,J,3.0-0.0-0.0,,TEJAS THAKER,agarwalmiraan@ces.iitd.ac.in,MTF 12:00-13:00,,,60,8,ESL737
119,"BIOENERGY: RESOURCES, TECHNOLOGIES AND APPLICATIONS",J,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTF 12:00-13:00,,,60,21,ESL739
120,NON-CONVENTIONAL SOURCES OF ENERGY,A,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,MTh 08:00-09:30,,,60,39,ESL740
121,ECO.& FIN.OF RENEWABLE ENERGY SYSTEMS,X,3.0-0.0-0.0,,JIVIKA TATA,gandhiryan@ces.iitd.ac.in,MTh 08:00-09:30,,,60,44,ESL742
122,HYDROGEN ENERGY,M,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 17:00-18:30,,,60,10,ESL746
123,RENEWABLE ENERGY RESOURCE ASSESSMENT AND FORECASTING,AD,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,TF 15:30-17:00,,,60,21,ESL751
124,SOLAR THERMAL TECHNOLOGIES AND APPLICATIONS,X,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,TWF 09:00-10:00,,,60,25,ESL753
125,SOLAR PHOTOVOLTAIC DEVICES AND SYSTEMS,X,3.0-0.0-0.0,,ONKAR KAUR,yuvraj-grewal@ces.iitd.ac.in,TWF 10:00-11:00,,,60,44,ESL755
126,HEAT TRANSFER,D,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,TWF 09:00-10:00,,,60,15,ESL760
127,WIND & SMALL HYDRO ENERGY SYSTEMS,H,3.0-0.0-0.0,,YAKSHIT GOLE,ehsaan29@ces.iitd.ac.in,M 11:00-12:00,,,60,39,ESL768
128,INSTRUMENTATION & CONTROL IN ENERGY SYSTEMS,AB,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,MTh 15:30-17:00,,,60,1,ESL771
129,ENERGY STORAGE,AA,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,MTh 14:00-15:30,,,60,7,ESL772
130,OPERATION AND CONTROL OF ELECTRICAL ENERGY SYSTEMS,M,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,MTh 17:00-18:30,,,60,22,ESL796
131,SOLAR REFRIGERATION AND AIR CONDITIONING,AC,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,TF 14:00-15:30,,,60,3,ESL850
132,Emerging Materials for Next Generation Photovaltaic Applications,J,3.0-0.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,MTF 12:00-13:00,,,60,40,ESL852
133,FUSION ENERGY,F,3.0-0.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TThF 11:00-12:00,,,60,4,ESL870
134,BASIC THERMAL ENGG.,L,1.0-0.0-0.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,"W 13:00-15:00 ,TF 18:00-19:00",,,60,34,ESN704
135,BASIC ELECTRICAL ENGG.,L,1.0-0.0-0.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,"W 13:00-15:00 ,TF 18:00-19:00",,,60,11,ESN712
136,APPLIED MATHEMATICS AND COMPUTATIONAL METHODS,K,1.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,18,ESN791
137,SEMINAR COURSE ON RENEWABLE ENERGY,X,0.0-0.0-2.0,,ELA KAPOOR,zara84@ces.iitd.ac.in,,,,25,25,ESQ301
138,SEMINAR COURSE ON ENERGY EFFICIENCY,X,0.0-0.0-2.0,,INDRAJIT CHAUDHARI,amira96@ces.iitd.ac.in,,,,25,25,ESQ302
139,SEMINAR COURSE ON PLASMA SCIENCE AND TECHNOLOGY,X,0.0-0.0-2.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,25,25,ESQ304
140,SEMINAR COURSE ON BIOENERGY,X,0.0-0.0-2.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,25,25,ESQ306
141,SEMINAR COURSE ON NUCLEARENERGY AND FUTURISTIC USE,X,0.0-0.0-2.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,,,,25,26,ESQ307
142,SEMINAR COURSE ON ALTERNATIVEFUELS FOR TRANSPORTAT,X,0.0-0.0-2.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,25,25,ESQ309
143,Minor Project (ESR),P,0.0-0.0-6.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,30,21,JRD799
144,Major Project-I (ESR),P,0.0-0.0-12.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,30,21,JRD801
145,Independent Study (ESR),P,0.0-3.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,30,1,JRS801
146,MINOR PROJECT(JES),P,0.0-0.0-6.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,25,0,JSD799
147,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,30,23,JSD801
148,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,15,1,JSD802
149,INDEPENDENT STUDY(JES),P,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,25,0,JSS801
150,Minor Project (ESN),P,0.0-0.0-6.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,20,1,JTD799
151,INDEPENDENT STUDY,P,0.0-3.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,30,0,JTS801
152,MINOR PROJECT,X,0.0-0.0-6.0,,DAMINI DIXIT,elakshitripathi@rdat.iitd.ac.in,,,,10,0,RDD750
153,BIOMAS PRODUCTION,J,3.0-0.0-0.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,MTF 12:00-13:00,,,60,51,RDL700
154,RURAL INDUSTRIALISATION POLICES PROGRAMMES & CASE,E,3.0-0.0-0.0,,TIYA CHOPRA,prerakgokhale@rdat.iitd.ac.in,TWF 10:00-11:00,,,50,50,RDL701
155,RURAL RESOURCES AND LIVEIHODS,M,3.0-0.0-0.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,MTh 17:00-18:30,,,50,49,RDL705
156,RURAL INDIA AND PLANNING FOR DEVELOPMENT,AA,3.0-0.0-0.0,,SAANVI MANDAL,kiararana@rdat.iitd.ac.in,MTh 14:00-15:30,,,40,42,RDL710
157,RURAL ENERGY SYSTEMS,F,3.0-0.0-0.0,,EVA RAVEL,fhari@rdat.iitd.ac.in,TThF 11:00-12:00,,,100,96,RDL722
158,ECOLOGICAL PERSPECTIVE OF GROWTH AND DEVLOPMENT,J,3.0-0.0-0.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,MTF 12:00-13:00,,,50,49,RDL725
159,Conservation and Recycling Practices in Rural Areas,J,3.0-0.0-0.0,,ALISHA VARTY,handasamaira@rdat.iitd.ac.in,MTF 12:00-13:00,,,50,59,RDL727L
160,TECHNOLOGY ALTERNATIVES  FOR RURAL DEVELOPMENT,AA,3.0-0.0-0.0,,NAKUL DANI,basurenee@rdat.iitd.ac.in,MTh 14:00-15:30,,,25,16,RDL730
161,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,B,3.0-0.0-0.0,,HANSH GULATI,farhan70@rdat.iitd.ac.in,MTh 09:30-11:00,,,60,34,RDL740
162,VALUE CHAIN IN AGRO-FOOD PROCESSING,K,2.0-0.0-0.0,,DAMINI DIXIT,elakshitripathi@rdat.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,40,40,RDL761L
