S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
17,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,EMIR BHATIA,divit70@am.iitd.ac.in,,,,600,32,APD811
18,ENGINEERING MECHANICS,A,3.0-1.0-0.0,,TARINI CHOUDHRY,asaxena@am.iitd.ac.in,MTh 08:00-09:30,MTThF 13:00-14:00,,500,589,APL100
19,INTR.TO MATERIAL SC. & ENGG.,E,3.0-0.0-2.0,,HRISHITA SAHA,bkar@mse.iitd.ac.in,TWF 10:00-11:00,,,350,307,APL102
20,EXPERIMENTAL METHODS,F,3.0-0.0-2.0,,ANAHI GHOSH,rhea45@am.iitd.ac.in,TThF 11:00-12:00,,,150,97,APL103
21,SOLID MECHANICS,D,3.0-1.0-0.0,,MOHANLAL HAYER,hkakar@am.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,150,153,APL104
22,FLUID MECHANICS,F,3.0-1.0-0.0,,AARNA THAMAN,kalashray@am.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,150,85,APL106
23,MECHANICS OF FLUIDS,D,3.0-1.0-2.0,,PARINAAZ SUBRAMANIAM,keermyra@am.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,150,96,APL107
24,MECHANICS OF SOLIDS,F,3.0-1.0-2.0,,TUSHAR RANGANATHAN,taimurbedi@am.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,150,97,APL108
25,EXPERIMENTAL METHODS,B,1.0-0.0-2.0,,SIYA SOOD,advik48@am.iitd.ac.in,MTh 09:30-11:00,,,60,59,APL700
26,CONTINUUM MECHANICS,C,3.0-0.0-0.0,,DIYA KOHLI,aaryahi28@am.iitd.ac.in,TWF 08:00-09:00,,,125,111,APL701
27,Experimental methods for Solids and Fluids,B,2.0-0.0-2.0,,SIYA SOOD,advik48@am.iitd.ac.in,MTh 09:30-11:00,,,60,0,APL702
28,ENGINEERING MATHEMATIC & COMP.,A,3.0-0.0-2.0,,EMIR BHATIA,divit70@am.iitd.ac.in,MTh 08:00-09:30,,,80,68,APL703
29,COMPUTER AIDED DESIGN,B,3.0-0.0-2.0,,SAMIHA SURESH,dashalia@cc.iitd.ernet.in,MTh 09:30-11:00,,,40,17,APL710
30,PROPERTIES & SEL. OF ENGG MAT.,AB,3.0-0.0-0.0,,KIAAN GANESH,doraadah@mse.iitd.ac.in,MTh 15:30-17:00,,,90,67,APL753
31,FRACTURE MECHANICS,AA,3.0-0.0-0.0,,SAANVI BORA,bhasindivyansh@am.iitd.ac.in,MTh 14:00-15:30,,,30,20,APL765
32,MAJOR PROJECT PART 1 (BB1),P,0.0-0.0-6.0,,YUVAAN SINGH,ela11@dbeb.iitd.ac.in,,,,80,39,BBD451
33,MAJOR PROJECT PART 1 (BB5),P,0.0-0.0-12.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,4,BBD851
34,MAJOR PROJECT PART 2 (BB5),P,0.0-0.0-28.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,1,BBD852
35,MAJOR PROJECT PART 1 (BB5),P,0.0-0.0-8.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,8,BBD853
36,MAJOR PROJECT PART 2 (BB5),P,0.0-0.0-32.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,,,,60,0,BBD854
37,MAJOR PROJECT (MSR),P,0.0-0.0-72.0,,GOKUL SAVANT,rohankothari@dbeb.iitd.ac.in,,,,50,0,BBD895
38,PRINCIPLES OF BIOCHEMISTRY,D,3.0-0.0-3.0,,AARYAHI THAKER,amiradugar@dbeb.iitd.ac.in,TWF 09:00-10:00,,,80,59,BBL131
39,GENERAL MICROBIOLOGY,F,3.0-0.0-3.0,,TARINI VENKATARAMAN,mahikagoswami@dbeb.iitd.ac.in,TThF 11:00-12:00,,,80,59,BBL132
40,MASS & ENERGY BALANCES IN BIO.,H,3.0-0.0-0.0,,PURAB WARRIOR,fsharma@dbeb.iitd.ac.in,M 11:00-12:00,,,80,73,BBL133
41,MOLECULAR BIOLOGY & GENETICS,D,3.0-0.0-3.0,,INDRAJIT DHILLON,udua@dbeb.iitd.ac.in,TWF 09:00-10:00,,,80,59,BBL231
42,BIOPROCESS ENGINEERING,B,3.0-0.0-0.0,,GOKUL SHANKER,iraborah@dbeb.iitd.ac.in,MTh 09:30-11:00,,,80,60,BBL331
43,BIOSEPARATION ENGINEERING,C,3.0-0.0-3.0,,GOKUL SAVANT,rohankothari@dbeb.iitd.ac.in,TWF 08:00-09:00,,,80,63,BBL731
44,BIOPROCESS PLANT DESIGN,B,3.0-0.0-2.0,,DIVIT CHADA,lavanyashenoy@dbeb.iitd.ac.in,MTh 09:30-11:00,,,80,56,BBL732
45,RECOMBINANT DNA TECHNOLOGY,D,2.0-0.0-3.0,,JAYAN WARRIOR,oorja39@dbeb.iitd.ac.in,TWF 09:00-10:00,,,80,58,BBL733
46,METABOLIC REGULATION AND ENGG.,H,3.0-0.0-0.0,,DHRUV KAR,elad@dbeb.iitd.ac.in,M 11:00-12:00,,,80,20,BBL734
47,GENOMICS AND PROTEOMICS,D,2.0-0.0-2.0,,MANNAT MAMMEN,dhruv94@dbeb.iitd.ac.in,TWF 09:00-10:00,,,60,20,BBL735
48,INST. & ANA. METH. IN BIOENGG.,E,2.0-0.0-2.0,,TAIMUR SARAF,himmat68@dbeb.iitd.ac.in,TWF 10:00-11:00,,,80,19,BBL737
49,PROTEIN SCIENCE & ENGINEERING,H,3.0-0.0-0.0,,VIDUR SURI,qkari@dbeb.iitd.ac.in,M 11:00-12:00,,,60,17,BBL741
50,HIGH RESOLUTION METHODS IN BI.,F,2.0-0.0-2.0,,NIRVAAN TRIVEDI,hunar60@dbeb.iitd.ac.in,TThF 11:00-12:00,,,60,23,BBL743
51,OPTICS WITHIN LIFE SICENCES,F,3.0-0.0-0.0,,YUVAAN SINGH,ela11@dbeb.iitd.ac.in,TThF 11:00-12:00,,,60,24,BBL754
52,MICROBIAL BIOCHEMISRY,J,3.0-0.0-0.0,,OJAS KULKARNI,nirvi47@dbeb.iitd.ac.in,MTF 12:00-13:00,,,40,14,BBL830
53,ADVANCED BIOCHEMICALENGINEERING,B,3.0-0.0-4.0,,MANNAT ROY,bhamini77@dbeb.iitd.ac.in,MTh 09:30-11:00,,,40,15,BBL850
54,INTRODUCTION TO BIOCHEM. ENGG.,M,0.0-0.0-2.0,,TAIMUR SARAF,himmat68@dbeb.iitd.ac.in,,,,80,55,BBN101
55,BIOPROCESS ENGINEERING LAB,P,0.0-0.0-3.0,,GOKUL SHANKER,iraborah@dbeb.iitd.ac.in,,,,90,60,BBP332
56,SEMINAR COURSE - I,P,0.0-0.0-2.0,,TAIMUR SARAF,himmat68@dbeb.iitd.ac.in,,,,30,28,BBQ301
57,SEMINAR COURSE - II,P,0.0-0.0-2.0,,DHRUV KAR,elad@dbeb.iitd.ac.in,,,,30,25,BBQ302
58,MAJOR PROJECT,P,0.0-0.0-80.0,,GOKUL SAVANT,rohankothari@dbeb.iitd.ac.in,,,,50,1,BED800
59,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,30,25,CRD811
60,MAJOR PROJECT PART 2,P,0.0-0.0-24.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,,,,20,0,CRD812
61,BASICS OF STATISTICAL SIGNAL A,E,2.0-0.0-2.0,,ONKAR VAIDYA,badalsiya@care.iitd.ac.in,TWF 10:00-11:00,,,60,10,CRL601
62,BASICS OF RF AND MICROWAVES,H,2.0-1.0-0.0,,JIVIN SARRAF,bhatiatejas@care.iitd.ac.in,M 11:00-12:00,W 11:00-12:00,,60,7,CRL611
63,FUNDAMENTALS OF SEMICONDUCTOR,B,3.0-0.0-0.0,,BADAL SHAN,lavanyatata@care.iitd.ac.in,MTh 09:30-11:00,,,60,0,CRL621
64,HUMAN & MACHINE SPEECH COMMUNICATION,E,3.0-0.0-0.0,,SAHIL YADAV,xvarty@care.iitd.ac.in,TWF 10:00-11:00,,,60,18,CRL707
65,UNDERWATER ELECTRONIC SYSTEMS,J,3.0-0.0-0.0,,INDRANS SHUKLA,qdass@care.iitd.ac.in,MTF 12:00-13:00,,,60,7,CRL709
66,CAD OF RF AND MICROWAVE DEVICES,A,3.0-0.0-2.0,,RANIA BORDE,mammengatik@care.iitd.ac.in,MTh 08:00-09:30,,,60,33,CRL711
67,RADIATING SYSTEM FOR RF COMMUNICATION,H,3.0-0.0-0.0,,JIVIN SARRAF,bhatiatejas@care.iitd.ac.in,M 11:00-12:00,,,60,10,CRL715
68,TECHNOLOGY OF RF AND MICROWAVE SOLID STATE DEVICES,B,3.0-0.0-0.0,,NIRVAAN DEY,neelofar82@care.iitd.ac.in,MTh 09:30-11:00,,,60,9,CRL725
69,SENSORS AND TRANSDUCERS,F,3.0-0.0-0.0,,RAGHAV CHOPRA,pranay28@care.iitd.ac.in,TThF 11:00-12:00,,,60,12,CRL729
70,SELECTED TOPICS IN RFDT-III,J,3.0-0.0-0.0,,SEHER APTE,nuppal@care.iitd.ernet.in,MTF 12:00-13:00,,,60,10,CRL733
71,RF AND MICROWAVE MEASUREMENT LAB.,P,1.0-0.0-6.0,,RANIA BORDE,mammengatik@care.iitd.ac.in,,,,40,29,CRP718
72,FABRICATION TECHNIQUES FOR RF & MICROWAVE DEVICES,P,1.0-0.0-4.0,,NIRVAAN DEY,neelofar82@care.iitd.ac.in,,,,60,29,CRP723
73,PROJECT-I,AC,0.0-0.0-12.0,,ELA MAMMEN,tarinigara@cas.iitd.ac.in,,,,12,9,ASD881
74,"CLIMATE CHANGE: IMPACTS, ADAPTATION & MITIGATION",J,3.0-0.0-2.0,,PIHU BORAH,chirag52@cas.iitd.ac.in,MTF 12:00-13:00,,,80,76,ASL320
75,INTRODUCTION TOOCEANOGRAPHY,B,3.0-0.0-0.0,,RIYA MALHOTRA,gkar@cas.iitd.ac.in,MTh 09:30-11:00,,,50,2,ASL350
76,THE EARTH`S ATMOSPHERE: PHYSICAL PRINCIPLES,M,3.0-0.0-0.0,,ARADHYA RAMAKRISHNAN,anika44@cas.iitd.ac.in,MTh 17:00-18:30,,,80,66,ASL360
77,"INTRODUCTION TO WEATHER, CLIMA",AB,1.0-0.0-0.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,MTh 15:30-17:00,,,25,14,ASL730
78,MATHEMATICAL AND COMPUTATIONAL,H,2.0-0.0-2.0,,SHRAY KAPUR,kantlavanya@cas.iitd.ac.in,M 11:00-12:00,,,25,13,ASL732
79,PHYSICS OF THE ATMOSPHERE,B,3.0-0.0-0.0,,MIRAYA IYENGAR,rbehl@cas.iitd.ac.in,MTh 09:30-11:00,,,50,31,ASL733
80,DYNAMICS OF THE ATMOSPHERE,J,3.0-0.0-0.0,,KHUSHI BATTA,arnav12@cas.iitd.ac.in,MTF 12:00-13:00,,,50,27,ASL734
81,ATMOSPHERIC CHEMISTRY AND AIR,D,3.0-0.0-0.0,,OJAS DARA,shraychaudhry@cas.iitd.ac.in,TWF 09:00-10:00,,,50,24,ASL735
82,BOUNDARY LAYER METEOROLOGY,H,3.0-0.0-0.0,,TIYA RAVEL,jayan11@cas.iitd.ac.in,M 11:00-12:00,,,50,4,ASL750
83,REMOTE SENSING OF THE ATMOSPHERE AND OCEAN,F,3.0-0.0-0.0,,ADVIKA DEEP,ebalasubramanian@cas.iitd.ac.in,TThF 11:00-12:00,,,80,20,ASL755
84,EARTH SYSTEM MODELING,K,3.0-0.0-0.0,,ELA MAMMEN,tarinigara@cas.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,80,6,ASL761
85,AIR-SEA INTERACTION,J,3.0-0.0-0.0,,OORJA DADA,parinaaz85@cas.iitd.ac.in,MTF 12:00-13:00,,,80,15,ASL762
86,DATA ANALYSIS METHODS FOR ATMO,AA,0.0-0.0-4.0,,NAKUL KOTA,yakshit51@cas.iitd.ac.in,,,,25,18,ASP731
87,MAJOR PROJECT-I,P,0.0-0.0-18.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,,,,6,6,BMD801
88,INDUSTRIAL BIOMATERIAL TECHNOLOGY,F,3.0-0.0-0.0,,SAMARTH SOLANKI,diyabadal@cbme.iitd.ac.in,TThF 11:00-12:00,,,50,13,BML710
89,MEDICAL IMAGING,AD,3.0-0.0-0.0,,RHEA VARGHESE,kabir73@cbme.iitd.ac.in,TF 15:30-17:00,,,50,10,BML720
90,MEDICAL DEVICE DESIGN,H,2.0-0.0-4.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,M 11:00-12:00,,,30,8,BML741
91,FUNDAMENTALS OF BIOMECHANICS,K,3.0-0.0-0.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,50,11,BML770
92,RESEARCH TECHNIQUES IN BIOMEDICAL ENGINEERING,D,3.0-0.0-0.0,,PRERAK SRINIVASAN,anahitachanda@cbme.iitd.ac.in,TWF 09:00-10:00,,,50,11,BML800
93,TISSUE ENGINEERING,K,3.0-0.0-0.0,,AAYUSH BATRA,eva24@cbme.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,50,0,BML810
94,BIOSENSOR TECHNOLOGY,J,3.0-0.0-2.0,,MADHAV KONDA,jaggikartik@cbme.iitd.ac.in,MTF 12:00-13:00,,,20,0,BML830
95,CANCER : DIAGNOSIS AND THERAPY,J,3.0-0.0-0.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,MTF 12:00-13:00,,,30,23,BML850
96,BASIC ELECTRONICS,A,1.0-0.0-0.0,,PRERAK SRINIVASAN,anahitachanda@cbme.iitd.ac.in,MTh 08:00-09:30,,,15,8,BMV701
97,BASIC MATHEMATICS FOR BIOLOGISTS,C,1.0-0.0-0.0,,DISHANI KUNDA,cherianseher@cbme.iitd.ac.in,TWF 08:00-09:00,,,15,0,BMV702
98,BASIC BIOLOGY & PHYSIOLOGY,AA,1.0-0.0-0.0,,IRA HAYRE,himmat79@cbme.iitd.ac.in,MTh 14:00-15:30,,,15,7,BMV703
99,MECHANICS OF BIOMATERIALS,AB,1.0-0.0-0.0,,ZAIN BUTALA,bbahl@cbme.iitd.ac.in,MTh 15:30-17:00,,,15,3,BMV705
100,SELF-ORGANIZING DYNAMICAL SYSTEMS,J,3.0-0.0-0.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,MTF 12:00-13:00,,,60,57,ESL300
101,"ENERGY, ECOLOGY AND ENVIRONMENT",D,3.0-1.0-0.0,,MANJARI THAKER,reyansh21@ces.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,60,58,ESL330
102,NON CONVENTIONAL SOURCES OF ENERGY,B,3.0-0.0-2.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,MTh 09:30-11:00,,,60,0,ESL340
103,DIRECT ENERGY CONVERSION,F,3.0-1.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,60,14,ESL360
104,FUEL TECHNOLOGY,B,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,MTh 09:30-11:00,,,60,45,ESL711
105,ELECTRICAL ENERGY MANAGEMENT,E,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,TWF 10:00-11:00,,,60,14,ESL715
106,ENERGY CONSERVATION,C,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TWF 08:00-09:00,,,60,32,ESL720
107,ENERGY AUDIT,F,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,TThF 11:00-12:00,,,60,9,ESL724
108,ENERGY AND ENVIRONMENT,A,3.0-0.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,MTh 08:00-09:30,,,60,23,ESL727
109,PLASMA BASED MATERIALS PROCESSING,J,3.0-0.0-0.0,,TEJAS THAKER,agarwalmiraan@ces.iitd.ac.in,MTF 12:00-13:00,,,60,6,ESL737
110,POWER SYSTEM PLANNING & OPERATION,AB,3.0-0.0-0.0,,JIVIN BHASIN,mangalzara@ces.iitd.ac.in,MTh 15:30-17:00,,,60,18,ESL738
111,"BIOENERGY: RESOURCES, TECHNOLOGIES AND APPLICATIONS",B,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 09:30-11:00,,,60,0,ESL739
112,NON-CONVENTIONAL SOURCES OF ENERGY,D,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,TWF 09:00-10:00,,,60,48,ESL740
113,ECO.& FIN.OF RENEWABLE ENERGY SYSTEMS,A,3.0-0.0-0.0,,JIVIKA TATA,gandhiryan@ces.iitd.ac.in,MTh 08:00-09:30,,,60,29,ESL742
114,ENVIRONNENTAL AUDIT & IMPACT ASSESSMENT,AD,3.0-0.0-0.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,TF 15:30-17:00,,,60,3,ESL745
115,HYDROGEN ENERGY,M,3.0-0.0-0.0,,ZEESHAN TATA,anika91@ces.iitd.ac.in,MTh 17:00-18:30,,,60,18,ESL746
116,RENEWABLE ENERGY RESOURCE ASSESSMENT AND FORECASTING,AB,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,MTh 15:30-17:00,,,60,23,ESL751
117,SOLAR THERMAL TECHNOLOGIES AND APPLICATIONS,D,3.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,TWF 09:00-10:00,,,60,24,ESL753
118,SOLAR PHOTOVOLTAIC DEVICES AND SYSTEMS,E,3.0-0.0-0.0,,ONKAR KAUR,yuvraj-grewal@ces.iitd.ac.in,TWF 10:00-11:00,,,60,33,ESL755
119,HEAT TRANSFER,A,3.0-0.0-0.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,MTh 08:00-09:30,,,60,29,ESL760
120,WIND & SMALL HYDRO ENERGY SYSTEMS,H,3.0-0.0-0.0,,YAKSHIT GOLE,ehsaan29@ces.iitd.ac.in,M 11:00-12:00,,,60,37,ESL768
121,INSTRUMENTATION & CONTROL IN ENERGY SYSTEMS,AD,3.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,TF 15:30-17:00,,,60,0,ESL771
122,ENERGY STORAGE,AA,3.0-0.0-0.0,,SANA DEEP,ehsaanraval@ces.iitd.ac.in,MTh 14:00-15:30,,,60,11,ESL772
123,SOLAR REFRIGERATION AND AIR CONDITIONING,AC,3.0-0.0-0.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,TF 14:00-15:30,,,60,1,ESL850
124,FUSION ENERGY,F,3.0-0.0-0.0,,NAKUL DHALIWAL,piya67@ces.iitd.ac.in,TThF 11:00-12:00,,,60,12,ESL870
125,BASIC THERMAL ENGG.,L,1.0-0.0-0.0,,MADHUP KAPADIA,zaina04@ces.iitd.ac.in,"W 13:00-15:00 ,TF 18:00-19:00",,,60,25,ESN704
126,BASIC ELECTRICAL ENGG.,L,1.0-0.0-0.0,,YAKSHIT GOLE,ehsaan29@ces.iitd.ac.in,"W 13:00-15:00 ,TF 18:00-19:00",,,60,14,ESN712
127,APPLIED MATHEMATICS AND COMPUTATIONAL METHODS,K,1.0-0.0-0.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,30,21,ESN791
128,SEMINAR COURSE ON RENEWABLE ENERGY,X,0.0-0.0-2.0,,ONKAR KAUR,yuvraj-grewal@ces.iitd.ac.in,,,,25,25,ESQ301
129,SEMINAR COURSE ON ENERGY EFFICIENCY,X,0.0-0.0-2.0,,INDRAJIT CHAUDHARI,amira96@ces.iitd.ac.in,,,,25,25,ESQ302
130,SEMINAR COURSE ON ENERGY CONSERVATION AND MANAGEMENT,X,0.0-0.0-2.0,,GOKUL BIR,zoya26@ces.iitd.ac.in,,,,25,23,ESQ303
131,SEMINAR COURSE ON PLASMA SCIENCE AND TECHNOLOGY,X,0.0-0.0-2.0,,KARTIK KAPADIA,gadeheer@ces.iitd.ac.in,,,,25,24,ESQ304
132,SEMINAR COURSE ON BIOENERGY,X,0.0-0.0-2.0,,LAGAN WALI,raghav54@ces.iitd.ac.in,,,,25,16,ESQ306
133,SEMINAR COURSE ON NUCLEARENERGY AND FUTURISTIC USE,X,0.0-0.0-2.0,,YUVAAN GODA,arhaan59@ces.iitd.ac.in,,,,25,25,ESQ307
134,SEMINAR COURSE ON ALTERNATIVEFUELS FOR TRANSPORTAT,X,0.0-0.0-2.0,,VIHAAN CHANDA,bhandarizoya@ces.iitd.ac.in,,,,25,25,ESQ309
135,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,30,21,JSD801
136,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,ARNAV LAL,samarthchauhan@ces.iitd.ac.in,,,,10,0,JSD802
137,MINOR PROJECT,P,0.0-0.0-6.0,,ABRAM KOHLI,hazel70@rdat.iitd.ac.in,,,,20,0,RDD750
138,BIOMAS PRODUCTION,J,3.0-0.0-0.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,MTF 12:00-13:00,,,60,47,RDL700
139,RURAL INDUSTRIALISATION POLICES PROGRAMMES & CASE,E,3.0-0.0-0.0,,TIYA CHOPRA,prerakgokhale@rdat.iitd.ac.in,TWF 10:00-11:00,,,50,46,RDL701
140,RURAL RESOURCES AND LIVEIHODS,M,3.0-0.0-0.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,MTh 17:00-18:30,,,50,46,RDL705
141,RURAL ENERGY SYSTEMS,F,3.0-0.0-0.0,,EVA RAVEL,fhari@rdat.iitd.ac.in,TThF 11:00-12:00,,,100,94,RDL722
142,ECOLOGICAL PERSPECTIVE OF GROWTH AND DEVLOPMENT,J,3.0-0.0-0.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,MTF 12:00-13:00,,,50,54,RDL725
143,TECHNOLOGY ALTERNATIVES  FOR RURAL DEVELOPMENT,X,3.0-0.0-0.0,,NAKUL DANI,basurenee@rdat.iitd.ac.in,,,,75,52,RDL730
144,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,AA,3.0-0.0-0.0,,HANSH GULATI,farhan70@rdat.iitd.ac.in,MTh 14:00-15:30,,,50,7,RDL740
145,FOOD QUALITY AND SAFETY,J,3.0-0.0-0.0,,RANBIR VARGHESE,gandhidiya@rdat.iitd.ac.in,MTF 12:00-13:00,,,50,52,RDL760
146,VALUE CHAIN IN AGRO-FOOD PROCESSING,K,2.0-0.0-2.0,,DAMINI DIXIT,elakshitripathi@rdat.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,28,RDL761
147,RURAL VALUE CHAIN FOR HOLISTIC DEVELOPMENT,AA,2.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,MTh 14:00-15:30,,,50,25,RDL770
148,BIOMASS LABORATORY,P,0.0-0.0-6.0,,VIVAAN WALI,sridharalisha@rdat.iitd.ac.in,,,,20,8,RDP750
149,SEMINAR COURSE - I,X,0.0-0.0-2.0,,DAMINI DIXIT,elakshitripathi@rdat.iitd.ac.in,,,,30,29,RDQ301
150,SEMINAR COURSE - II,X,0.0-0.0-2.0,,YUVAAN RAMASWAMY,pihu31@rdat.iitd.ac.in,,,,30,29,RDQ302
151,SEMINAR COURSE - III,X,0.0-0.0-2.0,,ADVIKA SUBRAMANIAM,zbabu@rdat.iitd.ac.in,,,,30,33,RDQ303
152,SEMINAR COURSE-IV,X,0.0-0.0-2.0,,ALISHA VARTY,handasamaira@rdat.iitd.ac.in,,,,30,34,RDQ304
153,SEMINAR COURSE-V,X,0.0-0.0-2.0,,DHARMAJAN KAPADIA,suleahana@rdat.iitd.ac.in,,,,30,38,RDQ305
154,SEMINAR COURSE-VI,X,0.0-0.0-2.0,,ABRAM KOHLI,hazel70@rdat.iitd.ac.in,,,,30,30,RDQ306
155,COLLOQUIUM (CH),P,0.0-3.0-0.0,,ELA SARRAF,sampathadah@chemical.iitd.ac.in,,,,20,1,CHC410
156,MINOR PROJECT,P,0.0-0.0-8.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,,,,60,1,CHD771
157,MAJOR PROJECT PART 1 (CM),P,0.0-0.0-12.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,,,,60,1,CHD871
158,MAJOR PROJECT PART II (CM),P,0.0-0.0-28.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,,,,60,2,CHD872
159,MAJOR PROJECT PART 1 (CM),P,0.0-0.0-8.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,,,,60,0,CHD873
160,MAJOR PROJECT PART 2 (CM),P,0.0-0.0-32.0,,AHANA  GOYAL,aaryahikari@chemical.iitd.ac.in,,,,60,0,CHD874
